order_id,product_id,time_id,buyer_id,seller_id,flash_sale_id,quantity_sold,price_per_item,total_sale
105,20,627,6124,54,0,5,332.86,1664.30
106,836,542,5251,8,32,3,247.97,743.91
107,702,746,9267,99,33,5,144.55,722.75
108,213,720,1752,60,0,9,78.28,704.52
109,260,661,1237,93,0,1,110.21,110.21
110,762,67,476,27,32,10,168.56,1685.60
111,541,349,6635,98,0,9,93.69,843.21
112,443,652,6791,92,9,8,245.70,1965.60
113,155,463,4540,22,48,1,137.78,137.78
114,53,641,981,54,38,3,180.98,542.94
115,798,844,2883,91,38,4,173.86,695.44
116,736,951,8963,80,20,2,236.30,472.60
117,409,834,7046,16,0,9,287.43,2586.87
118,308,912,8687,26,50,8,129.87,1038.96
119,869,609,5008,68,0,2,12.13,24.26
120,771,540,213,100,0,4,173.46,693.84
121,87,123,8661,50,0,4,178.89,715.56
122,943,591,3130,24,0,5,227.11,1135.55
123,795,998,2157,26,14,10,238.33,2383.30
124,503,114,9221,20,0,5,131.93,659.65
125,131,425,7166,83,16,9,280.24,2522.16
126,436,868,6375,93,0,1,130.26,130.26
127,982,619,6717,6,0,8,192.01,1536.08
128,925,155,4939,94,0,9,413.26,3719.34
129,408,866,9257,58,34,3,63.44,190.32
130,735,136,1583,16,13,9,36.69,330.21
131,529,58,9912,60,34,6,62.54,375.24
132,595,664,410,26,0,6,182.91,1097.46
133,486,692,5503,25,0,1,89.65,89.65
134,819,557,3239,11,0,1,418.59,418.59
135,374,1028,2833,16,45,6,309.11,1854.66
136,97,638,9501,8,30,9,217.12,1954.08
137,603,1062,9532,14,8,5,167.00,835.00
138,268,163,7323,15,0,2,39.72,79.44
139,451,284,1009,40,45,1,88.87,88.87
140,703,644,3761,84,0,1,37.00,37.00
141,40,345,3357,65,14,1,284.60,284.60
142,865,68,1983,88,0,1,440.71,440.71
143,505,702,5620,5,0,6,362.20,2173.20
144,507,452,4563,40,0,6,63.38,380.28
145,711,472,2652,90,8,6,217.70,1306.20
146,11,183,5209,27,9,9,209.40,1884.60
147,46,718,9615,73,0,8,134.15,1073.20
148,869,817,1534,68,0,5,12.13,60.65
149,768,915,9313,87,0,2,206.56,413.12
150,761,553,6177,72,0,10,307.98,3079.80
151,133,852,1843,89,37,10,50.96,509.60
152,342,182,750,91,0,1,198.59,198.59
153,268,625,6342,15,0,5,39.72,198.60
154,943,217,4654,24,0,2,227.11,454.22
155,918,149,3763,18,0,2,119.24,238.48
156,473,599,5877,18,7,10,79.72,797.20
157,534,1061,3598,93,43,6,238.65,1431.90
158,785,975,2395,79,0,7,139.28,974.96
159,705,353,981,31,13,5,18.99,94.95
160,160,872,1363,66,0,3,218.69,656.07
161,412,855,3251,29,0,3,185.86,557.58
162,980,273,9191,1,14,9,210.34,1893.06
163,100,383,6450,9,25,5,254.66,1273.30
164,668,563,5608,8,38,2,59.06,118.12
165,880,942,2423,51,40,5,55.28,276.40
166,989,930,9870,25,5,9,253.24,2279.16
167,450,545,5474,21,16,2,168.48,336.96
168,325,921,7923,36,0,8,212.42,1699.36
169,353,1045,221,9,0,5,127.88,639.40
170,867,698,4652,61,24,8,219.74,1757.92
171,944,279,6634,39,0,7,27.96,195.72
172,761,437,3434,72,0,7,307.98,2155.86
173,602,201,2139,57,44,2,200.46,400.92
174,162,356,6996,7,0,9,109.81,988.29
175,757,479,1822,59,20,8,39.97,319.76
176,437,241,1570,97,35,10,176.89,1768.90
177,469,920,8477,45,35,1,32.93,32.93
178,366,541,6974,99,17,8,103.27,826.16
179,87,205,2449,50,0,8,178.89,1431.12
180,178,790,3527,1,46,3,271.81,815.43
181,465,969,1834,63,0,8,239.43,1915.44
182,960,574,5549,91,0,9,106.65,959.85
183,837,462,5365,56,4,3,240.42,721.26
184,793,507,3810,12,0,5,273.51,1367.55
185,937,743,4597,27,0,5,295.89,1479.45
186,884,535,5270,43,0,7,239.70,1677.90
187,490,96,6360,11,0,1,110.28,110.28
188,352,1009,6103,14,0,2,18.34,36.68
189,718,588,3042,30,41,5,386.69,1933.45
190,730,923,7041,2,38,4,294.43,1177.72
191,242,778,3814,13,0,7,186.68,1306.76
192,944,814,2175,39,0,9,27.96,251.64
193,978,130,7874,1,12,7,234.48,1641.36
194,426,76,3265,70,1,10,193.65,1936.50
195,174,1048,6642,48,0,1,80.46,80.46
196,710,445,9264,52,19,4,66.00,264.00
197,95,276,1813,67,10,7,224.29,1570.03
198,592,189,3870,21,16,7,212.26,1485.82
199,544,365,2334,18,29,8,159.02,1272.16
200,590,194,6434,39,6,6,193.25,1159.50
201,677,154,1842,4,37,9,307.27,2765.43
202,954,440,1665,33,0,9,129.65,1166.85
203,250,119,3175,25,0,7,173.43,1214.01
204,758,965,9834,44,6,6,85.02,510.12
205,79,1016,7115,29,0,2,426.93,853.86
206,380,1060,1734,36,0,7,265.55,1858.85
207,70,1096,4945,79,0,6,196.03,1176.18
208,892,199,6955,36,20,5,163.96,819.80
209,46,101,2859,73,0,9,134.15,1207.35
210,338,132,7293,5,22,7,139.22,974.54
211,367,550,7476,92,13,10,63.87,638.70
212,858,222,7993,30,29,5,194.99,974.95
213,449,808,6739,39,0,3,200.80,602.40
214,947,544,1989,87,30,5,157.93,789.65
215,976,683,4166,5,37,2,170.18,340.36
216,349,622,6707,13,45,2,301.69,603.38
217,18,203,6661,14,0,9,84.51,760.59
218,314,596,5618,84,0,5,270.99,1354.95
219,694,532,4834,82,36,5,73.36,366.80
220,184,1001,4526,32,0,7,342.98,2400.86
221,476,851,444,7,0,6,76.99,461.94
222,868,105,4552,77,28,8,100.63,805.04
223,678,211,3655,23,0,1,152.77,152.77
224,728,1058,8071,33,0,8,135.82,1086.56
225,785,65,9826,79,0,5,139.28,696.40
226,391,414,1197,74,0,1,71.89,71.89
227,426,1075,1957,70,1,7,193.65,1355.55
228,354,602,3196,41,0,3,170.23,510.69
229,915,963,6295,32,0,8,151.77,1214.16
230,231,270,3185,57,0,6,277.92,1667.52
231,831,534,5233,27,0,4,151.09,604.36
232,334,891,7245,100,38,1,26.83,26.83
233,401,238,989,19,29,3,216.22,648.66
234,990,801,1730,69,0,2,140.44,280.88
235,243,660,4005,87,0,8,196.39,1571.12
236,883,945,2673,73,0,2,295.17,590.34
237,486,562,9992,25,0,5,89.65,448.25
238,138,1014,2322,31,0,5,98.78,493.90
239,911,352,3841,33,0,2,286.45,572.90
240,577,757,6467,45,42,10,77.87,778.70
241,132,268,4364,70,0,6,250.61,1503.66
242,635,663,1731,69,0,10,184.68,1846.80
243,849,239,5086,22,6,7,285.63,1999.41
244,773,946,1078,22,32,6,210.16,1260.96
245,371,878,2311,11,0,8,311.52,2492.16
246,512,442,845,48,0,9,10.90,98.10
247,846,614,5698,92,0,1,369.05,369.05
248,562,885,1194,29,0,7,192.57,1347.99
249,114,457,1099,98,0,5,282.63,1413.15
250,314,903,9033,84,0,7,270.99,1896.93
251,828,367,3926,61,40,3,205.76,617.28
252,467,196,4943,11,0,3,279.77,839.31
253,729,838,9416,11,9,9,16.29,146.61
254,448,1098,744,65,16,2,52.90,105.80
255,45,581,2506,65,17,2,268.55,537.10
256,649,767,3140,35,0,4,36.41,145.64
257,716,176,5201,14,0,1,184.58,184.58
258,508,62,3791,27,37,9,37.00,333.00
259,194,57,5973,35,0,4,283.13,1132.52
260,346,73,9464,13,41,10,257.90,2579.00
261,385,667,4242,94,0,5,54.43,272.15
262,359,941,9200,56,0,5,36.55,182.75
263,581,221,2661,22,18,2,331.55,663.10
264,905,501,1257,43,0,9,450.66,4055.94
265,374,392,6571,16,45,2,309.11,618.22
266,299,1017,3306,27,27,5,33.58,167.90
267,539,860,4502,15,36,2,205.94,411.88
268,45,265,4241,65,17,8,268.55,2148.40
269,227,128,5022,22,0,7,269.76,1888.32
270,835,612,5551,56,40,2,46.02,92.04
271,352,787,3275,14,0,3,18.34,55.02
272,717,633,4921,25,0,7,89.25,624.75
273,372,675,6312,7,0,3,156.74,470.22
274,15,351,890,3,26,3,147.37,442.11
275,143,845,2979,25,0,2,132.01,264.02
276,391,140,979,74,0,3,71.89,215.67
277,165,311,2588,14,37,10,181.74,1817.40
278,671,300,2841,63,0,7,223.48,1564.36
279,982,585,3504,6,0,6,192.01,1152.06
280,555,103,163,14,0,10,236.63,2366.30
281,703,686,4076,84,0,10,37.00,370.00
282,579,1087,3082,49,0,6,159.38,956.28
283,573,700,3941,52,0,10,54.07,540.70
284,630,224,5070,18,20,2,120.88,241.76
285,732,605,3939,40,0,2,310.76,621.52
286,168,747,3532,38,0,7,172.08,1204.56
287,492,795,3676,76,0,4,64.59,258.36
288,441,631,6626,10,44,5,318.08,1590.40
289,339,91,4058,51,0,9,159.15,1432.35
290,290,328,7649,45,22,4,337.72,1350.88
291,265,577,7485,56,49,10,249.65,2496.50
292,978,55,4115,1,12,10,234.48,2344.80
293,963,419,9842,6,0,2,63.40,126.80
294,369,79,6679,60,0,5,149.08,745.40
295,925,474,2934,94,0,10,413.26,4132.60
296,802,618,6024,41,19,3,233.86,701.58
297,465,571,8794,63,0,1,239.43,239.43
298,755,75,2665,25,16,5,179.15,895.75
299,780,613,732,79,0,6,158.78,952.68
300,511,165,6422,92,13,1,114.74,114.74
301,116,713,738,79,39,5,44.06,220.30
302,279,298,2713,14,16,3,107.69,323.07
303,809,826,3678,100,10,5,323.96,1619.80
304,663,925,6559,60,43,5,45.79,228.95
305,999,899,5606,55,13,10,203.41,2034.10
306,598,895,3392,36,44,1,260.38,260.38
307,637,833,2033,97,0,5,165.47,827.35
308,490,935,9173,11,0,3,110.28,330.84
309,315,518,6256,65,0,8,199.91,1599.28
310,27,911,1922,78,0,4,365.01,1460.04
311,327,701,3417,14,3,10,25.17,251.70
312,102,380,3397,44,12,10,167.62,1676.20
313,365,208,329,98,0,4,272.45,1089.80
314,828,524,5164,61,40,5,205.76,1028.80
315,631,1070,5151,91,16,3,275.12,825.36
316,551,112,1180,99,30,3,55.99,167.97
317,475,184,8532,55,46,6,211.39,1268.34
318,685,982,289,5,39,3,195.75,587.25
319,278,983,4675,93,0,1,267.45,267.45
320,539,185,6330,15,36,7,205.94,1441.58
321,135,458,9260,35,7,7,40.60,284.20
322,722,94,4099,92,4,4,282.59,1130.36
323,944,678,4355,39,0,6,27.96,167.76
324,509,492,8276,10,31,6,338.40,2030.40
325,625,1046,8584,11,0,2,78.11,156.22
326,647,490,7750,42,32,2,397.12,794.24
327,840,225,742,2,46,3,97.79,293.37
328,194,77,1064,35,0,4,283.13,1132.52
329,269,735,255,12,21,4,80.13,320.52
330,157,669,8708,83,0,9,273.53,2461.77
331,332,1055,1930,84,0,9,105.78,952.02
332,484,853,4020,100,0,3,255.20,765.60
333,231,739,8518,57,0,5,277.92,1389.60
334,256,888,3860,80,25,9,343.58,3092.22
335,331,947,9741,72,0,10,60.82,608.20
336,350,1094,8387,90,41,7,343.91,2407.37
337,133,820,4717,89,37,5,50.96,254.80
338,477,288,5130,84,0,6,365.31,2191.86
339,202,991,5825,21,27,4,44.48,177.92
340,4,1072,928,61,5,1,80.91,80.91
341,477,269,1679,84,0,9,365.31,3287.79
342,747,843,1955,99,13,7,237.35,1661.45
343,709,569,7333,65,18,5,251.20,1256.00
344,657,624,1907,3,0,1,127.01,127.01
345,483,296,948,31,0,7,118.84,831.88
346,167,88,4165,71,13,2,190.92,381.84
347,501,537,8571,25,24,4,339.32,1357.28
348,760,332,2757,65,40,10,202.65,2026.50
349,375,879,7890,30,0,6,391.40,2348.40
350,32,395,2739,93,18,10,82.12,821.20
351,71,539,7406,51,21,8,242.38,1939.04
352,821,1034,9985,61,27,2,48.25,96.50
353,874,52,7286,63,20,9,215.43,1938.87
354,85,430,6699,94,0,8,175.26,1402.08
355,887,842,476,34,25,4,93.44,373.76
356,459,984,2660,14,4,3,108.45,325.35
357,34,418,8639,18,48,4,104.13,416.52
358,877,139,6149,78,4,5,276.03,1380.15
359,907,985,5827,85,0,10,35.78,357.80
360,857,401,6050,53,0,3,229.99,689.97
361,110,158,7485,34,0,3,240.95,722.85
362,289,252,4709,81,0,1,133.08,133.08
363,71,1092,4006,51,21,2,242.38,484.76
364,145,643,6403,90,0,1,256.11,256.11
365,218,100,1528,72,37,5,317.56,1587.80
366,866,610,5990,82,0,8,139.37,1114.96
367,973,1050,1902,43,0,1,242.13,242.13
368,210,552,5847,24,50,3,158.93,476.79
369,676,905,6815,88,0,4,203.13,812.52
370,471,1015,9829,22,45,6,282.32,1693.92
371,243,1065,926,87,0,10,196.39,1963.90
372,874,450,5662,63,20,1,215.43,215.43
373,255,470,9841,39,0,1,26.80,26.80
374,942,583,1204,86,22,7,177.74,1244.18
375,527,936,8742,86,14,8,72.17,577.36
376,804,110,5596,73,0,6,155.31,931.86
377,637,871,5337,97,0,9,165.47,1489.23
378,183,166,3646,2,0,2,70.18,140.36
379,374,1089,4142,16,45,3,309.11,927.33
380,999,441,5381,55,13,2,203.41,406.82
381,378,319,3359,20,16,1,78.85,78.85
382,12,416,9290,2,0,7,168.43,1179.01
383,239,234,3652,35,34,1,16.54,16.54
384,893,304,5651,52,27,7,156.46,1095.22
385,548,317,4990,44,0,4,40.36,161.44
386,817,210,8257,74,0,2,181.11,362.22
387,388,543,930,26,13,3,236.15,708.45
388,979,1040,5483,46,13,6,104.26,625.56
389,540,386,9814,20,0,10,146.17,1461.70
390,139,906,6073,82,0,4,323.36,1293.44
391,120,399,9194,18,0,6,227.06,1362.36
392,176,1023,424,3,0,5,44.70,223.50
393,445,499,8792,97,45,10,14.81,148.10
394,454,854,4571,74,0,9,80.91,728.19
395,851,684,6440,92,0,8,210.84,1686.72
396,312,924,1258,100,0,5,155.83,779.15
397,51,960,1894,60,24,4,154.84,619.36
398,979,536,4311,46,13,10,104.26,1042.60
399,466,1039,7864,72,34,8,81.06,648.48
400,142,725,4373,30,16,8,56.87,454.96
401,408,856,6180,58,34,9,63.44,570.96
402,149,919,2989,71,0,8,125.69,1005.52
403,635,85,4794,69,0,8,184.68,1477.44
404,256,708,6487,80,25,4,343.58,1374.32
405,877,831,9588,78,4,8,276.03,2208.24
406,663,274,8063,60,43,1,45.79,45.79
407,405,376,5810,15,0,6,112.72,676.32
408,585,752,3238,55,0,6,208.15,1248.90
409,30,51,1276,53,0,8,253.43,2027.44
410,991,157,6697,9,4,9,30.67,276.03
411,269,346,9697,12,21,5,80.13,400.65
412,601,573,7451,86,27,5,189.69,948.45
413,872,262,6757,22,9,8,218.23,1745.84
414,746,764,6103,82,0,10,199.16,1991.60
415,702,98,4342,99,33,3,144.55,433.65
416,353,480,4230,9,0,4,127.88,511.52
417,794,1003,8136,83,43,3,213.44,640.32
418,822,198,8210,45,37,7,206.77,1447.39
419,87,765,1011,50,0,5,178.89,894.45
420,117,1002,5888,54,43,3,96.54,289.62
421,286,568,9614,46,0,10,94.96,949.60
422,902,690,1001,78,29,10,101.42,1014.20
423,435,1051,9468,88,24,2,358.66,717.32
424,520,60,1943,77,0,5,295.41,1477.05
425,562,870,3301,29,0,10,192.57,1925.70
426,96,301,4697,90,0,2,65.77,131.54
427,949,251,969,1,0,8,167.20,1337.60
428,433,343,7801,26,10,8,139.29,1114.32
429,304,289,986,16,26,5,270.11,1350.55
430,171,259,1244,83,0,1,313.20,313.20
431,521,819,2328,1,27,6,127.48,764.88
432,157,1079,2661,83,0,7,273.53,1914.71
433,526,1029,2011,58,0,10,114.02,1140.20
434,872,1021,7060,22,9,10,218.23,2182.30
435,918,803,638,18,0,2,119.24,238.48
436,405,404,7119,15,0,9,112.72,1014.48
437,707,469,4012,75,0,7,231.16,1618.12
438,387,952,5754,67,0,2,16.26,32.52
439,387,133,3837,67,0,2,16.26,32.52
440,964,287,6897,41,38,10,196.04,1960.40
441,234,250,9620,13,15,8,87.13,697.04
442,963,989,4840,6,0,9,63.40,570.60
443,99,193,1755,57,31,10,30.65,306.50
444,612,61,5536,61,47,1,215.34,215.34
445,744,1010,6643,98,0,4,283.27,1133.08
446,378,397,6614,20,16,3,78.85,236.55
447,224,863,2625,60,0,3,213.05,639.15
448,624,707,2317,47,9,10,146.55,1465.50
449,607,893,1910,83,2,7,54.42,380.94
450,793,766,6300,12,0,1,273.51,273.51
451,601,812,1383,86,27,3,189.69,569.07
452,251,181,7997,58,35,3,88.87,266.61
453,381,1007,9621,85,18,10,156.14,1561.40
454,438,731,694,46,2,10,52.68,526.80
455,558,886,4765,84,9,1,232.75,232.75
456,283,327,7749,58,0,2,197.03,394.06
457,994,111,7449,88,0,4,159.74,638.96
458,209,1056,9671,50,29,9,89.84,808.56
459,155,1012,2728,22,48,7,137.78,964.46
460,342,493,3490,91,0,1,198.59,198.59
461,182,384,4806,34,35,6,86.50,519.00
462,988,529,6474,26,0,5,340.02,1700.10
463,456,202,391,33,44,6,274.04,1644.24
464,13,531,1594,57,0,1,105.85,105.85
465,692,616,6473,25,25,9,89.29,803.61
466,425,818,807,30,21,9,259.05,2331.45
467,19,565,3581,77,0,4,191.74,766.96
468,140,341,5813,21,0,2,142.30,284.60
469,404,558,5754,67,15,1,340.57,340.57
470,393,305,1604,60,30,3,309.80,929.40
471,133,548,2543,89,37,7,50.96,356.72
472,346,785,6194,13,41,6,257.90,1547.40
473,639,494,215,1,15,3,16.78,50.34
474,181,745,4285,55,0,3,45.11,135.33
475,262,770,8132,42,0,10,404.75,4047.50
476,890,566,6915,33,0,3,360.51,1081.53
477,687,306,1184,59,0,8,165.25,1322.00
478,854,1066,534,18,0,9,114.46,1030.14
479,25,973,5688,29,31,2,200.92,401.84
480,142,420,3554,30,16,4,56.87,227.48
481,758,87,9544,44,6,1,85.02,85.02
482,544,1074,9437,18,29,6,159.02,954.12
483,208,277,1535,2,46,1,18.66,18.66
484,260,957,411,93,0,10,110.21,1102.10
485,590,336,6747,39,6,3,193.25,579.75
486,538,151,8169,58,29,7,189.19,1324.33
487,719,378,9871,55,0,6,166.83,1000.98
488,372,898,4641,7,0,5,156.74,783.70
489,472,63,838,94,31,3,374.10,1122.30
490,8,861,6792,45,18,4,186.80,747.20
491,701,525,8150,38,23,9,143.34,1290.06
492,893,226,5020,52,27,3,156.46,469.38
493,883,200,9034,73,0,9,295.17,2656.53
494,535,333,4983,50,0,8,46.62,372.96
495,57,928,1908,77,0,4,314.79,1259.16
496,128,564,403,3,0,10,245.09,2450.90
497,216,500,5772,10,0,2,328.03,656.06
498,648,89,4347,46,0,5,137.64,688.20
499,698,83,7282,18,0,10,269.06,2690.60
500,763,363,305,87,0,6,131.05,786.30
501,147,350,6694,64,20,8,191.70,1533.60
502,365,258,6360,98,0,1,272.45,272.45
503,819,659,423,11,0,9,418.59,3767.31
504,146,421,6850,9,24,7,44.29,310.03
505,454,822,8863,74,0,10,80.91,809.10
506,610,832,3107,57,44,6,169.13,1014.78
507,675,422,1540,15,0,4,173.77,695.08
508,418,70,8416,42,0,5,457.48,2287.40
509,863,230,1954,17,28,9,319.27,2873.43
510,868,1068,2133,77,28,8,100.63,805.04
511,830,72,2099,25,0,9,142.50,1282.50
512,682,938,2469,85,32,10,99.51,995.10
513,893,436,4361,52,27,7,156.46,1095.22
514,262,559,4734,42,0,1,404.75,404.75
515,442,962,2571,62,0,6,337.72,2026.32
516,823,138,9359,33,16,7,54.01,378.07
517,661,460,6090,50,0,7,13.37,93.59
518,820,71,9218,88,0,7,26.71,186.97
519,31,69,4816,73,18,1,67.44,67.44
520,496,423,3880,51,25,2,51.28,102.56
521,520,593,5118,77,0,5,295.41,1477.05
522,479,362,6894,100,5,4,293.71,1174.84
523,806,1088,2077,63,0,1,235.19,235.19
524,996,972,6826,6,35,10,223.01,2230.10
525,835,997,2856,56,40,4,46.02,184.08
526,500,455,294,26,5,2,26.88,53.76
527,810,528,6314,2,0,8,266.53,2132.24
528,284,172,5882,40,0,1,88.97,88.97
529,928,754,2611,98,0,5,35.35,176.75
530,460,232,6084,75,0,9,140.36,1263.24
531,267,908,4844,13,45,5,258.64,1293.20
532,150,117,330,12,39,4,206.01,824.04
533,115,606,3761,6,0,7,27.99,195.93
534,468,556,7289,37,19,6,135.85,815.10
535,501,1041,2411,25,24,1,339.32,339.32
536,43,1086,5993,33,37,2,227.61,455.22
537,62,249,4355,19,5,5,213.96,1069.80
538,456,759,2688,33,44,3,274.04,822.12
539,129,567,6342,92,35,4,421.70,1686.80
540,94,533,3372,33,24,4,195.88,783.52
541,401,120,789,19,29,10,216.22,2162.20
542,322,657,8115,93,0,7,22.48,157.36
543,887,748,7122,34,25,3,93.44,280.32
544,482,434,3339,35,49,9,17.10,153.90
545,602,1069,1879,57,44,5,200.46,1002.30
546,905,357,2749,43,0,9,450.66,4055.94
547,163,829,6158,93,15,1,168.89,168.89
548,424,824,7308,9,43,1,175.03,175.03
549,808,546,1180,7,0,7,52.38,366.66
550,238,729,1523,75,0,6,140.87,845.22
551,443,603,2755,92,9,1,245.70,245.70
552,416,779,5976,32,10,10,298.70,2987.00
553,953,213,3427,64,13,6,281.21,1687.26
554,692,777,7153,25,25,9,89.29,803.61
555,139,385,4850,82,0,9,323.36,2910.24
556,511,282,4035,92,13,1,114.74,114.74
557,754,572,1161,77,0,10,136.37,1363.70
558,234,307,9727,13,15,6,87.13,522.78
559,509,255,5473,10,31,9,338.40,3045.60
560,995,809,6760,85,0,6,267.46,1604.76
561,959,768,3853,75,0,5,419.33,2096.65
562,972,285,7138,76,18,2,219.38,438.76
563,98,774,5012,50,0,5,148.98,744.90
564,915,715,7040,32,0,6,151.77,910.62
565,593,1057,8420,20,0,6,228.45,1370.70
566,163,789,1589,93,15,5,168.89,844.45
567,638,227,5725,89,4,7,82.02,574.14
568,329,286,5797,84,16,7,253.21,1772.47
569,935,486,7582,4,0,9,12.10,108.90
570,489,883,2098,21,0,3,291.97,875.91
571,361,877,4647,49,31,10,316.23,3162.30
572,927,1076,8634,47,0,9,401.13,3610.17
573,966,417,7230,55,0,10,122.26,1222.60
574,559,122,917,45,37,6,226.00,1356.00
575,936,771,5937,73,36,8,374.07,2992.56
576,456,80,6480,33,44,5,274.04,1370.20
577,816,750,1906,29,0,3,150.30,450.90
578,244,244,2394,2,25,9,401.89,3617.01
579,13,978,9020,57,0,9,105.85,952.65
580,42,253,6660,45,10,3,76.75,230.25
581,928,782,3166,98,0,9,35.35,318.15
582,704,805,2617,57,48,8,12.38,99.04
583,405,749,9015,15,0,4,112.72,450.88
584,394,760,1969,100,0,3,274.43,823.29
585,88,257,704,41,3,10,174.52,1745.20
586,475,159,8935,55,46,4,211.39,845.56
587,219,126,7994,10,3,9,106.25,956.25
588,252,164,392,73,0,7,4.49,31.43
589,584,214,7717,80,33,1,37.50,37.50
590,414,695,7621,54,0,3,186.11,558.33
591,943,466,3651,24,0,7,227.11,1589.77
592,890,705,6619,33,0,2,360.51,721.02
593,584,207,1590,80,33,7,37.50,262.50
