product_id,product_name,category,original_price
305,The Great Gatsby,Books,427.71
306,Galaxy S21,Smartphones,329.02
307,1984,Books,294.19
308,Nike Air Max,Shoes,150.2
309,Zara Jacket,Clothing,428.5
310,Bose QC45,Headphones,22.54
311,MacBook Pro,Laptops,153.44
312,Fossil Gen 6,Watches,275.43
313,Pixel 7,Smartphones,30.21
314,Pixel 7,Smartphones,431.9
315,The Catcher in the Rye,Books,235.84
316,LEGO Star Wars,Toys,405.34
317,Bose QC45,Headphones,176.96
318,The Great Gatsby,Books,159.58
319,Puma RS-X,Shoes,186.85
320,The Great Gatsby,Books,466.0
321,Ikea Sofa,Furniture,312.59
322,Ikea Sofa,Furniture,33.85
323,Ikea Sofa,Furniture,81.17
324,OnePlus 11,Smartphones,125.7
325,Philips Airfryer,Kitchen Appliances,290.85
326,OnePlus 11,Smartphones,293.44
327,Levi's Jeans,Clothing,53.13
328,The Great Gatsby,Books,139.94
329,Lenovo ThinkPad,Laptops,429.59
330,Reebok Nano X,Shoes,46.84
331,Zara Jacket,Clothing,133.15
332,Lenovo ThinkPad,Laptops,251.7
333,MacBook Pro,Laptops,297.81
334,The Great Gatsby,Books,31.03
335,Dell XPS 13,Laptops,23.57
336,Uniqlo Hoodie,Clothing,147.33
337,MacBook Pro,Laptops,43.72
338,The Great Gatsby,Books,204.27
339,HP Spectre,Laptops,273.96
340,Ashley Dining Table,Furniture,210.64
341,Garmin Fenix 7,Watches,258.01
342,Puma RS-X,Shoes,402.64
343,LEGO Star Wars,Toys,139.15
344,HP Spectre,Laptops,495.85
345,Garmin Fenix 7,Watches,48.58
346,Dell XPS 13,Laptops,329.3
347,Barbie Dreamhouse,Toys,239.81
348,Instant Pot,Kitchen Appliances,322.39
349,Levi's Jeans,Clothing,331.77
350,Instant Pot,Kitchen Appliances,434.71
351,Nerf Blaster,Toys,45.42
352,Ninja Blender,Kitchen Appliances,19.67
353,Levi's Jeans,Clothing,249.03
354,Instant Pot,Kitchen Appliances,280.84
355,iPhone 14,Smartphones,185.58
356,1984,Books,71.16
357,Galaxy S21,Smartphones,25.46
358,Barbie Dreamhouse,Toys,98.78
359,Galaxy S21,Smartphones,54.09
360,LEGO Star Wars,Toys,243.07
361,The Catcher in the Rye,Books,397.2
362,Uniqlo Hoodie,Clothing,240.79
363,Nike Air Max,Shoes,67.13
364,Dell XPS 13,Laptops,440.44
365,H&M T-Shirt,Clothing,498.12
366,Lenovo ThinkPad,Laptops,117.27
367,Uniqlo Hoodie,Clothing,117.36
368,Zara Jacket,Clothing,129.72
369,Zara Jacket,Clothing,175.12
370,Instant Pot,Kitchen Appliances,475.54
371,H&M T-Shirt,Clothing,475.83
372,Apple Watch Series 8,Watches,165.42
373,Adidas Ultraboost,Shoes,132.4
374,Ikea Sofa,Furniture,366.6
375,Nerf Blaster,Toys,417.52
376,Uniqlo Hoodie,Clothing,270.43
377,Garmin Fenix 7,Watches,498.79
378,Dell XPS 13,Laptops,102.06
379,Sony WH-1000XM4,Headphones,67.33
380,H&M T-Shirt,Clothing,338.22
381,Nike Air Max,Shoes,205.59
382,Ikea Sofa,Furniture,464.95
383,KitchenAid Mixer,Kitchen Appliances,412.78
384,Ikea Sofa,Furniture,230.94
385,Jabra Elite 85h,Headphones,134.65
386,West Elm Chair,Furniture,448.71
387,Wayfair Bed Frame,Furniture,31.96
388,West Elm Chair,Furniture,431.62
389,Ninja Blender,Kitchen Appliances,228.88
390,Uniqlo Hoodie,Clothing,308.89
391,Wayfair Bed Frame,Furniture,85.3
392,H&M T-Shirt,Clothing,267.28
393,Reebok Nano X,Shoes,482.72
394,Ninja Blender,Kitchen Appliances,429.57
395,Bose QC45,Headphones,105.33
396,Samsung Galaxy Watch,Watches,316.85
397,Instant Pot,Kitchen Appliances,340.63
398,Nerf Blaster,Toys,388.47
399,AirPods Pro,Headphones,219.31
400,1984,Books,327.34
401,LEGO Star Wars,Toys,334.11
402,Levi's Jeans,Clothing,224.86
403,Ashley Dining Table,Furniture,458.59
404,Bose QC45,Headphones,460.79
405,Wayfair Bed Frame,Furniture,252.7
406,Galaxy S21,Smartphones,72.29
407,Lenovo ThinkPad,Laptops,216.0
408,KitchenAid Mixer,Kitchen Appliances,73.97
409,KitchenAid Mixer,Kitchen Appliances,333.49
410,Galaxy S21,Smartphones,129.82
411,H&M T-Shirt,Clothing,42.2
412,Dell XPS 13,Laptops,209.93
413,LEGO Star Wars,Toys,348.59
414,HP Spectre,Laptops,400.16
415,West Elm Chair,Furniture,128.79
416,KitchenAid Mixer,Kitchen Appliances,316.5
417,H&M T-Shirt,Clothing,79.38
418,HP Spectre,Laptops,499.39
419,Samsung Galaxy Watch,Watches,293.17
420,Garmin Fenix 7,Watches,113.16
421,West Elm Chair,Furniture,101.41
422,KitchenAid Mixer,Kitchen Appliances,37.06
423,1984,Books,88.56
424,Nerf Blaster,Toys,326.09
425,The Great Gatsby,Books,351.4
426,The Great Gatsby,Books,478.15
427,The Catcher in the Rye,Books,373.3
428,Apple Watch Series 8,Watches,498.24
429,The Great Gatsby,Books,159.13
430,Ninja Blender,Kitchen Appliances,336.46
431,HP Spectre,Laptops,66.21
432,Galaxy S21,Smartphones,69.62
433,Reebok Nano X,Shoes,296.51
434,Jabra Elite 85h,Headphones,196.24
435,MacBook Pro,Laptops,420.16
436,Reebok Nano X,Shoes,271.82
437,Philips Airfryer,Kitchen Appliances,223.16
438,Ikea Sofa,Furniture,79.65
439,The Great Gatsby,Books,429.23
440,HP Spectre,Laptops,286.3
441,HP Spectre,Laptops,415.04
442,Zara Jacket,Clothing,389.35
443,Levi's Jeans,Clothing,373.16
444,AirPods Pro,Headphones,481.46
445,Pixel 7,Smartphones,31.27
446,HP Spectre,Laptops,303.14
447,1984,Books,189.73
448,The Great Gatsby,Books,115.28
449,Fossil Gen 6,Watches,401.56
450,LEGO Star Wars,Toys,222.22
451,Instant Pot,Kitchen Appliances,194.17
452,Uniqlo Hoodie,Clothing,211.42
453,Sony WH-1000XM4,Headphones,370.82
454,Philips Airfryer,Kitchen Appliances,198.52
455,Uniqlo Hoodie,Clothing,250.23
456,1984,Books,487.93
457,Lenovo ThinkPad,Laptops,412.63
458,Reebok Nano X,Shoes,307.64
459,Lenovo ThinkPad,Laptops,234.27
460,Ikea Sofa,Furniture,185.27
461,Fossil Gen 6,Watches,254.21
462,Nike Air Max,Shoes,190.79
463,Levi's Jeans,Clothing,297.65
464,1984,Books,353.17
465,Fossil Gen 6,Watches,380.49
466,Zara Jacket,Clothing,99.42
467,Bose QC45,Headphones,407.88
468,Levi's Jeans,Clothing,311.94
469,LEGO Star Wars,Toys,44.29
470,Hot Wheels Track,Toys,32.59
471,Lenovo ThinkPad,Laptops,462.01
472,Jabra Elite 85h,Headphones,437.77
473,Garmin Fenix 7,Watches,131.42
474,The Great Gatsby,Books,314.73
475,Galaxy S21,Smartphones,453.07
476,KitchenAid Mixer,Kitchen Appliances,177.03
477,KitchenAid Mixer,Kitchen Appliances,454.27
478,Jabra Elite 85h,Headphones,358.72
479,The Catcher in the Rye,Books,422.32
480,West Elm Chair,Furniture,112.41
481,Zara Jacket,Clothing,326.37
482,Samsung Galaxy Watch,Watches,25.86
483,Nike Air Max,Shoes,267.87
484,Barbie Dreamhouse,Toys,445.17
485,1984,Books,339.4
486,Fossil Gen 6,Watches,103.87
487,Nerf Blaster,Toys,216.44
488,Fossil Gen 6,Watches,297.26
489,Dell XPS 13,Laptops,376.21
490,Levi's Jeans,Clothing,119.95
491,Zara Jacket,Clothing,348.4
492,Lenovo ThinkPad,Laptops,71.34
493,Galaxy S21,Smartphones,96.7
494,Ikea Sofa,Furniture,412.48
495,Apple Watch Series 8,Watches,410.43
496,Lenovo ThinkPad,Laptops,59.29
497,Reebok Nano X,Shoes,471.39
498,H&M T-Shirt,Clothing,244.47
499,West Elm Chair,Furniture,153.98
500,Lenovo ThinkPad,Laptops,51.52
501,Dell XPS 13,Laptops,416.04
502,HP Spectre,Laptops,290.09
503,Ninja Blender,Kitchen Appliances,143.63
504,Wayfair Bed Frame,Furniture,445.67
505,Wayfair Bed Frame,Furniture,466.09
506,LEGO Star Wars,Toys,348.15
507,The Great Gatsby,Books,130.94
508,Ashley Dining Table,Furniture,78.9
509,Jabra Elite 85h,Headphones,419.9
510,Ninja Blender,Kitchen Appliances,482.77
511,Uniqlo Hoodie,Clothing,121.02
512,Bose QC45,Headphones,20.07
513,Fossil Gen 6,Watches,167.83
514,Zara Jacket,Clothing,423.9
515,Nerf Blaster,Toys,48.61
516,Lenovo ThinkPad,Laptops,292.91
517,Uniqlo Hoodie,Clothing,135.12
518,OnePlus 11,Smartphones,118.46
519,Puma RS-X,Shoes,394.21
520,Ikea Sofa,Furniture,338.33
521,Hot Wheels Track,Toys,153.65
522,Nerf Blaster,Toys,294.96
523,Lenovo ThinkPad,Laptops,143.28
524,Fossil Gen 6,Watches,489.13
525,Samsung Galaxy Watch,Watches,490.55
526,Lenovo ThinkPad,Laptops,275.31
527,Philips Airfryer,Kitchen Appliances,128.15
528,Reebok Nano X,Shoes,484.75
529,KitchenAid Mixer,Kitchen Appliances,110.45
530,Instant Pot,Kitchen Appliances,464.94
531,Bose QC45,Headphones,489.99
532,Nike Air Max,Shoes,376.09
533,West Elm Chair,Furniture,442.94
534,Nerf Blaster,Toys,475.21
535,1984,Books,89.34
536,AirPods Pro,Headphones,413.42
537,Barbie Dreamhouse,Toys,372.63
538,OnePlus 11,Smartphones,291.53
539,AirPods Pro,Headphones,338.94
540,Samsung Galaxy Watch,Watches,179.04
541,H&M T-Shirt,Clothing,142.92
542,Hot Wheels Track,Toys,345.81
543,Philips Airfryer,Kitchen Appliances,152.83
544,HP Spectre,Laptops,199.19
545,Zara Jacket,Clothing,45.11
546,Barbie Dreamhouse,Toys,248.37
547,Apple Watch Series 8,Watches,52.25
548,Nike Air Max,Shoes,83.45
549,Zara Jacket,Clothing,479.43
550,Dell XPS 13,Laptops,451.79
551,Uniqlo Hoodie,Clothing,88.42
552,Philips Airfryer,Kitchen Appliances,178.81
553,To Kill a Mockingbird,Books,333.62
554,Bose QC45,Headphones,149.76
555,Wayfair Bed Frame,Furniture,298.17
556,Zara Jacket,Clothing,185.91
557,Apple Watch Series 8,Watches,97.04
558,KitchenAid Mixer,Kitchen Appliances,263.7
559,Philips Airfryer,Kitchen Appliances,300.07
560,LEGO Star Wars,Toys,378.42
561,The Catcher in the Rye,Books,456.42
562,1984,Books,208.04
563,Jabra Elite 85h,Headphones,396.64
564,West Elm Chair,Furniture,151.79
565,Ninja Blender,Kitchen Appliances,215.01
566,Nike Air Max,Shoes,483.38
567,KitchenAid Mixer,Kitchen Appliances,257.17
568,Sony WH-1000XM4,Headphones,275.07
569,Bose QC45,Headphones,395.04
570,OnePlus 11,Smartphones,126.96
571,OnePlus 11,Smartphones,170.63
572,Pixel 7,Smartphones,123.07
573,1984,Books,89.71
574,Fossil Gen 6,Watches,469.7
575,H&M T-Shirt,Clothing,499.95
576,OnePlus 11,Smartphones,262.69
577,Wayfair Bed Frame,Furniture,110.6
578,Jabra Elite 85h,Headphones,422.36
579,Garmin Fenix 7,Watches,176.03
580,Philips Airfryer,Kitchen Appliances,261.23
581,KitchenAid Mixer,Kitchen Appliances,459.79
582,Instant Pot,Kitchen Appliances,365.76
583,Hot Wheels Track,Toys,405.56
584,Galaxy S21,Smartphones,45.99
585,Puma RS-X,Shoes,404.61
586,MacBook Pro,Laptops,389.07
587,LEGO Star Wars,Toys,380.33
588,Uniqlo Hoodie,Clothing,457.02
589,Ninja Blender,Kitchen Appliances,52.94
590,Bose QC45,Headphones,296.44
591,West Elm Chair,Furniture,430.49
592,Ikea Sofa,Furniture,397.29
593,Barbie Dreamhouse,Toys,448.14
594,LEGO Star Wars,Toys,492.75
595,Adidas Ultraboost,Shoes,362.44
596,LEGO Star Wars,Toys,233.62
597,OnePlus 11,Smartphones,36.83
598,Samsung Galaxy Watch,Watches,388.45
599,Nike Air Max,Shoes,259.18
600,Bose QC45,Headphones,158.9
601,Garmin Fenix 7,Watches,359.06
602,KitchenAid Mixer,Kitchen Appliances,237.24
603,The Catcher in the Rye,Books,319.23
604,Uniqlo Hoodie,Clothing,487.59
605,Lenovo ThinkPad,Laptops,498.97
606,Adidas Ultraboost,Shoes,95.86
607,Hot Wheels Track,Toys,65.42
608,KitchenAid Mixer,Kitchen Appliances,480.93
609,Reebok Nano X,Shoes,65.04
610,Adidas Ultraboost,Shoes,294.37
611,Apple Watch Series 8,Watches,495.21
612,Dell XPS 13,Laptops,233.7
613,Instant Pot,Kitchen Appliances,70.45
614,iPhone 14,Smartphones,132.66
615,Samsung Galaxy Watch,Watches,87.45
616,Wayfair Bed Frame,Furniture,233.52
617,LEGO Star Wars,Toys,66.99
618,OnePlus 11,Smartphones,312.48
619,Bose QC45,Headphones,342.91
620,Jabra Elite 85h,Headphones,150.4
621,Nerf Blaster,Toys,339.89
622,Puma RS-X,Shoes,231.18
623,Nerf Blaster,Toys,334.14
624,KitchenAid Mixer,Kitchen Appliances,235.16
625,Ikea Sofa,Furniture,87.07
626,KitchenAid Mixer,Kitchen Appliances,322.15
627,Galaxy S21,Smartphones,211.4
628,Wayfair Bed Frame,Furniture,381.68
629,The Catcher in the Rye,Books,103.07
630,KitchenAid Mixer,Kitchen Appliances,254.66
631,LEGO Star Wars,Toys,465.47
632,KitchenAid Mixer,Kitchen Appliances,425.92
633,Ashley Dining Table,Furniture,343.26
634,Apple Watch Series 8,Watches,421.62
635,Dell XPS 13,Laptops,194.56
636,Samsung Galaxy Watch,Watches,492.6
637,Ikea Sofa,Furniture,243.64
638,Instant Pot,Kitchen Appliances,176.41
639,Reebok Nano X,Shoes,22.72
640,Adidas Ultraboost,Shoes,293.7
641,Reebok Nano X,Shoes,257.84
642,Adidas Ultraboost,Shoes,351.39
643,MacBook Pro,Laptops,443.96
644,Zara Jacket,Clothing,154.24
645,Galaxy S21,Smartphones,51.44
646,Barbie Dreamhouse,Toys,127.24
647,iPhone 14,Smartphones,470.51
648,Ninja Blender,Kitchen Appliances,157.31
649,Pixel 7,Smartphones,71.48
650,Pixel 7,Smartphones,216.42
651,Uniqlo Hoodie,Clothing,67.68
652,Jabra Elite 85h,Headphones,453.58
653,Lenovo ThinkPad,Laptops,303.07
654,H&M T-Shirt,Clothing,341.75
655,Dell XPS 13,Laptops,438.4
656,Philips Airfryer,Kitchen Appliances,323.12
657,MacBook Pro,Laptops,308.34
658,Nike Air Max,Shoes,366.28
659,Fossil Gen 6,Watches,108.89
660,Uniqlo Hoodie,Clothing,26.98
661,Wayfair Bed Frame,Furniture,23.81
662,Bose QC45,Headphones,28.79
663,Jabra Elite 85h,Headphones,64.89
664,Zara Jacket,Clothing,266.94
665,Hot Wheels Track,Toys,215.83
666,Sony WH-1000XM4,Headphones,323.88
667,Ashley Dining Table,Furniture,234.75
668,Pixel 7,Smartphones,66.22
669,Barbie Dreamhouse,Toys,193.52
670,To Kill a Mockingbird,Books,145.45
671,Garmin Fenix 7,Watches,278.1
672,Ikea Sofa,Furniture,136.78
673,Instant Pot,Kitchen Appliances,409.9
674,Garmin Fenix 7,Watches,268.66
675,Reebok Nano X,Shoes,205.63
676,Jabra Elite 85h,Headphones,340.43
677,iPhone 14,Smartphones,415.17
678,Pixel 7,Smartphones,248.52
