time_id,t_hour,t_day,t_month,t_year
190,18,11,1,2025
191,3,12,1,2025
192,5,12,1,2025
193,22,12,1,2025
194,9,13,1,2025
195,17,13,1,2025
196,17,13,1,2025
197,21,15,1,2025
198,1,16,1,2025
199,1,16,1,2025
200,5,16,1,2025
201,9,16,1,2025
202,18,16,1,2025
203,0,17,1,2025
204,2,17,1,2025
205,12,17,1,2025
206,18,18,1,2025
207,22,18,1,2025
208,6,19,1,2025
209,13,19,1,2025
210,17,19,1,2025
211,17,19,1,2025
212,18,19,1,2025
213,2,21,1,2025
214,0,22,1,2025
215,1,22,1,2025
216,10,22,1,2025
217,14,22,1,2025
218,21,22,1,2025
219,0,23,1,2025
220,1,23,1,2025
221,8,23,1,2025
222,11,23,1,2025
223,14,23,1,2025
224,16,23,1,2025
225,19,23,1,2025
226,21,23,1,2025
227,6,24,1,2025
228,8,24,1,2025
229,16,24,1,2025
230,2,25,1,2025
231,4,25,1,2025
232,15,25,1,2025
233,15,25,1,2025
234,10,26,1,2025
235,15,26,1,2025
236,19,26,1,2025
237,4,27,1,2025
238,9,27,1,2025
239,20,28,1,2025
240,19,29,1,2025
241,4,30,1,2025
242,7,30,1,2025
243,13,30,1,2025
244,4,31,1,2025
245,4,31,1,2025
246,12,31,1,2025
247,14,31,1,2025
248,18,31,1,2025
249,1,1,2,2025
250,16,1,2,2025
251,0,2,2,2025
252,0,2,2,2025
253,1,2,2,2025
254,7,2,2,2025
255,11,2,2,2025
256,18,3,2,2025
257,22,3,2,2025
258,3,4,2,2025
259,13,4,2,2025
260,20,4,2,2025
261,0,5,2,2025
262,12,5,2,2025
263,0,6,2,2025
264,16,6,2,2025
265,19,6,2,2025
266,22,6,2,2025
267,12,7,2,2025
268,8,8,2,2025
269,10,8,2,2025
270,0,9,2,2025
271,9,9,2,2025
272,21,9,2,2025
273,13,10,2,2025
274,5,11,2,2025
275,21,11,2,2025
276,0,12,2,2025
277,4,12,2,2025
278,17,12,2,2025
279,21,12,2,2025
280,5,13,2,2025
281,13,13,2,2025
282,6,14,2,2025
283,10,14,2,2025
284,1,15,2,2025
285,1,15,2,2025
286,14,15,2,2025
287,21,15,2,2025
288,1,16,2,2025
289,12,16,2,2025
290,12,16,2,2025
291,3,17,2,2025
292,1,18,2,2025
293,11,18,2,2025
294,16,18,2,2025
295,0,19,2,2025
296,1,19,2,2025
297,16,19,2,2025
298,10,20,2,2025
299,15,20,2,2025
300,4,22,2,2025
301,12,22,2,2025
302,17,22,2,2025
303,2,23,2,2025
304,4,23,2,2025
305,5,23,2,2025
306,6,23,2,2025
307,22,23,2,2025
308,16,24,2,2025
309,19,24,2,2025
310,20,24,2,2025
311,21,24,2,2025
312,0,25,2,2025
313,2,25,2,2025
314,4,25,2,2025
315,22,26,2,2025
316,23,26,2,2025
317,10,27,2,2025
318,17,27,2,2025
319,19,27,2,2025
320,7,28,2,2025
321,13,28,2,2025
322,15,28,2,2025
323,20,28,2,2025
324,7,1,3,2025
325,20,1,3,2025
326,14,2,3,2025
327,23,3,3,2025
328,16,4,3,2025
329,16,5,3,2025
330,3,6,3,2025
331,17,6,3,2025
332,18,6,3,2025
333,23,6,3,2025
334,9,7,3,2025
335,15,7,3,2025
336,9,8,3,2025
337,18,8,3,2025
338,7,10,3,2025
339,14,10,3,2025
340,19,10,3,2025
341,21,10,3,2025
342,7,11,3,2025
343,7,11,3,2025
344,13,11,3,2025
345,1,12,3,2025
346,2,12,3,2025
347,22,12,3,2025
348,10,13,3,2025
349,7,14,3,2025
350,16,14,3,2025
351,17,14,3,2025
352,20,14,3,2025
353,0,15,3,2025
354,7,16,3,2025
355,11,16,3,2025
356,4,17,3,2025
357,9,18,3,2025
358,12,18,3,2025
359,19,18,3,2025
360,20,18,3,2025
361,4,19,3,2025
362,6,19,3,2025
363,10,19,3,2025
364,10,19,3,2025
365,11,19,3,2025
366,12,19,3,2025
367,13,19,3,2025
368,16,19,3,2025
369,19,19,3,2025
370,22,19,3,2025
371,8,20,3,2025
372,8,20,3,2025
373,12,20,3,2025
374,17,20,3,2025
375,4,21,3,2025
376,17,21,3,2025
377,0,22,3,2025
378,2,22,3,2025
379,16,22,3,2025
380,20,22,3,2025
381,23,22,3,2025
382,13,23,3,2025
383,13,23,3,2025
384,8,24,3,2025
385,22,24,3,2025
386,1,25,3,2025
387,4,25,3,2025
388,7,25,3,2025
389,13,25,3,2025
390,16,25,3,2025
391,7,26,3,2025
392,8,26,3,2025
393,14,26,3,2025
394,17,26,3,2025
395,22,27,3,2025
396,3,28,3,2025
397,7,28,3,2025
398,16,28,3,2025
399,17,28,3,2025
400,4,29,3,2025
401,6,29,3,2025
402,7,29,3,2025
403,10,29,3,2025
404,18,29,3,2025
405,4,30,3,2025
406,10,30,3,2025
407,11,30,3,2025
408,14,30,3,2025
409,0,31,3,2025
410,17,31,3,2025
411,20,31,3,2025
412,23,31,3,2025
413,6,1,4,2025
414,8,1,4,2025
415,19,1,4,2025
416,20,1,4,2025
417,21,1,4,2025
418,18,2,4,2025
419,18,2,4,2025
420,9,3,4,2025
421,11,3,4,2025
422,0,4,4,2025
423,0,4,4,2025
424,15,4,4,2025
425,4,5,4,2025
426,6,5,4,2025
427,10,5,4,2025
428,13,5,4,2025
429,15,5,4,2025
430,15,5,4,2025
431,19,5,4,2025
432,19,5,4,2025
433,22,5,4,2025
434,4,6,4,2025
435,7,6,4,2025
436,8,6,4,2025
437,10,6,4,2025
438,10,7,4,2025
439,10,7,4,2025
440,15,7,4,2025
441,17,7,4,2025
442,8,8,4,2025
443,15,8,4,2025
444,1,9,4,2025
445,9,9,4,2025
446,10,9,4,2025
447,18,9,4,2025
448,2,10,4,2025
449,5,10,4,2025
450,20,10,4,2025
451,8,11,4,2025
452,22,11,4,2025
453,7,12,4,2025
454,9,12,4,2025
455,22,12,4,2025
456,22,12,4,2025
457,9,13,4,2025
458,12,13,4,2025
459,12,13,4,2025
460,21,13,4,2025
461,2,15,4,2025
462,12,15,4,2025
463,16,15,4,2025
464,3,17,4,2025
465,11,17,4,2025
466,19,17,4,2025
467,6,18,4,2025
468,9,18,4,2025
469,17,18,4,2025
470,19,18,4,2025
471,1,19,4,2025
472,11,19,4,2025
473,20,19,4,2025
474,5,20,4,2025
475,16,20,4,2025
476,20,20,4,2025
477,4,21,4,2025
478,9,21,4,2025
479,12,21,4,2025
480,19,21,4,2025
481,3,22,4,2025
482,20,22,4,2025
483,22,22,4,2025
484,5,23,4,2025
485,14,23,4,2025
486,18,23,4,2025
487,8,24,4,2025
488,20,24,4,2025
489,0,25,4,2025
490,8,25,4,2025
491,23,25,4,2025
492,1,26,4,2025
493,4,26,4,2025
494,11,26,4,2025
495,12,26,4,2025
496,19,26,4,2025
497,21,26,4,2025
498,0,27,4,2025
499,5,27,4,2025
500,6,28,4,2025
501,17,28,4,2025
502,21,28,4,2025
503,22,28,4,2025
504,13,29,4,2025
505,14,29,4,2025
506,20,29,4,2025
507,23,29,4,2025
508,2,30,4,2025
509,3,30,4,2025
510,19,30,4,2025
511,3,1,5,2025
512,7,1,5,2025
513,8,1,5,2025
514,9,1,5,2025
515,10,1,5,2025
516,22,1,5,2025
517,8,2,5,2025
518,1,3,5,2025
519,7,3,5,2025
520,13,3,5,2025
521,18,3,5,2025
522,20,3,5,2025
523,23,3,5,2025
524,12,4,5,2025
525,22,4,5,2025
526,23,5,5,2025
527,23,5,5,2025
528,12,6,5,2025
529,3,7,5,2025
530,4,7,5,2025
531,6,7,5,2025
532,6,7,5,2025
533,7,7,5,2025
534,11,7,5,2025
535,12,7,5,2025
536,17,7,5,2025
537,21,7,5,2025
538,14,8,5,2025
539,23,8,5,2025
540,2,9,5,2025
541,2,9,5,2025
542,11,9,5,2025
543,10,10,5,2025
544,16,10,5,2025
545,10,12,5,2025
546,7,13,5,2025
547,9,13,5,2025
548,18,13,5,2025
549,21,13,5,2025
550,22,13,5,2025
551,23,13,5,2025
552,1,14,5,2025
553,2,14,5,2025
554,11,14,5,2025
555,21,14,5,2025
556,22,14,5,2025
557,3,15,5,2025
558,18,15,5,2025
559,20,15,5,2025
560,13,16,5,2025
561,20,16,5,2025
562,1,17,5,2025
563,3,17,5,2025
564,10,17,5,2025
565,10,17,5,2025
566,8,18,5,2025
567,16,18,5,2025
568,21,18,5,2025
569,13,19,5,2025
570,15,19,5,2025
571,20,19,5,2025
572,5,20,5,2025
573,19,22,5,2025
574,22,22,5,2025
575,3,23,5,2025
576,10,23,5,2025
577,23,23,5,2025
578,8,24,5,2025
579,9,24,5,2025
580,16,24,5,2025
581,9,25,5,2025
582,7,26,5,2025
583,9,26,5,2025
584,18,26,5,2025
585,23,26,5,2025
586,2,27,5,2025
587,13,27,5,2025
588,19,27,5,2025
589,3,28,5,2025
590,7,28,5,2025
591,20,28,5,2025
592,1,29,5,2025
593,5,29,5,2025
594,9,29,5,2025
595,19,29,5,2025
596,23,29,5,2025
597,8,30,5,2025
598,20,30,5,2025
599,2,31,5,2025
600,15,31,5,2025
601,23,31,5,2025
602,0,1,6,2025
603,14,1,6,2025
604,0,2,6,2025
605,0,2,6,2025
606,1,2,6,2025
607,9,2,6,2025
608,11,2,6,2025
609,14,2,6,2025
610,15,2,6,2025
611,23,2,6,2025
612,3,3,6,2025
613,6,3,6,2025
614,8,3,6,2025
615,11,3,6,2025
616,4,4,6,2025
617,7,4,6,2025
618,10,4,6,2025
619,2,6,6,2025
620,10,6,6,2025
621,17,6,6,2025
622,19,6,6,2025
623,20,6,6,2025
624,21,6,6,2025
625,6,7,6,2025
626,10,7,6,2025
627,21,7,6,2025
628,3,8,6,2025
629,9,8,6,2025
630,23,8,6,2025
631,11,9,6,2025
632,22,9,6,2025
633,23,9,6,2025
634,7,10,6,2025
635,15,10,6,2025
636,14,11,6,2025
637,23,11,6,2025
638,12,12,6,2025
639,20,12,6,2025
640,5,13,6,2025
641,12,13,6,2025
642,14,13,6,2025
643,18,13,6,2025
644,4,14,6,2025
645,5,14,6,2025
646,15,14,6,2025
647,12,15,6,2025
648,21,15,6,2025
649,5,17,6,2025
650,10,17,6,2025
651,13,17,6,2025
652,20,17,6,2025
653,2,18,6,2025
654,10,18,6,2025
655,20,18,6,2025
656,3,19,6,2025
657,3,19,6,2025
658,11,19,6,2025
659,13,19,6,2025
660,9,20,6,2025
661,9,20,6,2025
662,12,20,6,2025
663,18,20,6,2025
664,19,20,6,2025
665,7,21,6,2025
666,9,21,6,2025
667,22,21,6,2025
668,0,22,6,2025
669,7,22,6,2025
670,14,22,6,2025
671,0,23,6,2025
672,0,23,6,2025
673,8,23,6,2025
674,9,23,6,2025
675,21,23,6,2025
676,0,25,6,2025
677,1,25,6,2025
678,3,26,6,2025
679,3,26,6,2025
680,11,26,6,2025
681,20,27,6,2025
682,0,28,6,2025
683,2,28,6,2025
684,6,28,6,2025
685,10,28,6,2025
686,11,28,6,2025
687,16,28,6,2025
688,13,29,6,2025
689,16,29,6,2025
690,22,29,6,2025
691,7,30,6,2025
692,9,30,6,2025
693,10,1,7,2025
694,15,1,7,2025
695,15,2,7,2025
696,20,2,7,2025
697,21,2,7,2025
698,5,3,7,2025
699,9,3,7,2025
700,13,3,7,2025
701,23,3,7,2025
702,1,4,7,2025
703,19,4,7,2025
704,21,4,7,2025
705,1,5,7,2025
706,8,5,7,2025
707,6,6,7,2025
708,7,6,7,2025
709,13,6,7,2025
710,5,7,7,2025
711,7,7,7,2025
712,17,7,7,2025
713,19,7,7,2025
714,20,7,7,2025
715,16,8,7,2025
716,5,9,7,2025
717,10,9,7,2025
718,4,10,7,2025
719,12,10,7,2025
720,19,10,7,2025
721,21,11,7,2025
722,6,12,7,2025
723,21,12,7,2025
724,22,12,7,2025
725,6,15,7,2025
726,10,15,7,2025
727,2,16,7,2025
728,14,16,7,2025
729,0,17,7,2025
730,22,17,7,2025
731,20,18,7,2025
732,20,18,7,2025
733,12,19,7,2025
734,16,19,7,2025
735,0,20,7,2025
736,4,20,7,2025
737,22,20,7,2025
738,11,22,7,2025
739,13,22,7,2025
740,14,22,7,2025
741,15,22,7,2025
742,21,22,7,2025
743,0,23,7,2025
744,16,23,7,2025
745,21,23,7,2025
746,1,24,7,2025
747,6,24,7,2025
748,8,24,7,2025
749,9,24,7,2025
750,18,24,7,2025
751,12,25,7,2025
752,9,26,7,2025
753,20,26,7,2025
754,1,27,7,2025
755,2,27,7,2025
756,2,27,7,2025
757,12,27,7,2025
758,2,28,7,2025
759,22,28,7,2025
760,3,29,7,2025
761,12,29,7,2025
762,14,29,7,2025
763,20,29,7,2025
764,23,29,7,2025
765,23,29,7,2025
766,14,30,7,2025
767,17,30,7,2025
768,8,31,7,2025
769,9,31,7,2025
770,11,31,7,2025
771,12,31,7,2025
772,16,31,7,2025
773,3,1,8,2025
774,6,1,8,2025
775,12,1,8,2025
776,23,1,8,2025
777,13,2,8,2025
778,18,2,8,2025
779,18,2,8,2025
780,23,2,8,2025
781,2,3,8,2025
782,5,3,8,2025
783,11,3,8,2025
784,14,3,8,2025
785,20,4,8,2025
786,23,4,8,2025
787,1,5,8,2025
788,8,5,8,2025
789,19,5,8,2025
790,22,5,8,2025
791,5,6,8,2025
792,7,6,8,2025
793,9,6,8,2025
794,12,6,8,2025
795,2,7,8,2025
796,2,7,8,2025
797,17,7,8,2025
798,23,7,8,2025
799,1,8,8,2025
800,10,8,8,2025
801,14,8,8,2025
802,8,9,8,2025
803,12,9,8,2025
804,22,9,8,2025
805,18,10,8,2025
806,0,11,8,2025
807,0,11,8,2025
808,22,11,8,2025
809,12,12,8,2025
810,0,13,8,2025
811,19,13,8,2025
812,20,13,8,2025
813,6,14,8,2025
814,7,14,8,2025
815,10,14,8,2025
816,17,14,8,2025
817,10,15,8,2025
818,11,15,8,2025
819,13,15,8,2025
820,15,15,8,2025
821,18,15,8,2025
822,0,16,8,2025
823,3,16,8,2025
824,8,16,8,2025
825,10,16,8,2025
826,11,16,8,2025
827,15,16,8,2025
828,19,16,8,2025
829,10,17,8,2025
830,18,17,8,2025
831,0,18,8,2025
832,2,18,8,2025
833,8,18,8,2025
834,6,19,8,2025
835,1,20,8,2025
836,11,20,8,2025
837,1,21,8,2025
838,17,21,8,2025
839,20,21,8,2025
840,23,21,8,2025
841,11,22,8,2025
842,17,22,8,2025
843,5,23,8,2025
844,6,23,8,2025
845,15,23,8,2025
846,18,23,8,2025
847,0,24,8,2025
848,16,24,8,2025
849,6,26,8,2025
850,23,26,8,2025
851,4,27,8,2025
852,4,27,8,2025
853,10,27,8,2025
854,19,27,8,2025
855,21,28,8,2025
856,14,29,8,2025
857,22,30,8,2025
858,8,31,8,2025
859,11,31,8,2025
860,9,1,9,2025
861,13,1,9,2025
862,21,1,9,2025
863,0,2,9,2025
864,13,2,9,2025
865,11,3,9,2025
866,13,3,9,2025
867,18,3,9,2025
868,3,4,9,2025
869,4,4,9,2025
870,8,5,9,2025
871,12,5,9,2025
872,17,5,9,2025
873,7,7,9,2025
874,13,7,9,2025
875,20,7,9,2025
876,9,8,9,2025
877,9,8,9,2025
878,10,8,9,2025
879,14,8,9,2025
880,19,10,9,2025
881,22,10,9,2025
882,0,11,9,2025
883,7,11,9,2025
884,19,11,9,2025
885,23,11,9,2025
886,1,12,9,2025
887,1,12,9,2025
888,11,12,9,2025
889,14,12,9,2025
890,15,12,9,2025
891,15,12,9,2025
892,11,13,9,2025
893,18,13,9,2025
894,5,14,9,2025
895,11,14,9,2025
896,12,14,9,2025
897,21,14,9,2025
898,21,14,9,2025
899,22,14,9,2025
900,3,15,9,2025
901,4,15,9,2025
902,5,15,9,2025
903,13,15,9,2025
904,20,16,9,2025
905,7,17,9,2025
906,10,17,9,2025
907,10,17,9,2025
908,5,18,9,2025
909,12,18,9,2025
910,23,18,9,2025
911,0,19,9,2025
912,8,19,9,2025
913,11,19,9,2025
914,15,19,9,2025
915,12,20,9,2025
916,14,20,9,2025
917,17,21,9,2025
918,17,22,9,2025
919,7,23,9,2025
920,15,23,9,2025
921,16,24,9,2025
922,23,24,9,2025
923,5,25,9,2025
924,9,25,9,2025
925,21,25,9,2025
926,0,26,9,2025
927,4,26,9,2025
928,12,26,9,2025
929,12,26,9,2025
930,23,26,9,2025
931,6,27,9,2025
932,14,27,9,2025
933,16,27,9,2025
934,0,28,9,2025
935,21,28,9,2025
936,9,29,9,2025
937,19,29,9,2025
938,0,30,9,2025
939,12,30,9,2025
940,18,30,9,2025
941,21,30,9,2025
942,10,1,10,2025
943,15,1,10,2025
944,8,2,10,2025
945,12,2,10,2025
946,13,2,10,2025
947,19,2,10,2025
948,20,2,10,2025
949,22,2,10,2025
950,8,3,10,2025
951,14,3,10,2025
952,16,3,10,2025
953,20,3,10,2025
954,1,4,10,2025
955,13,4,10,2025
956,19,4,10,2025
957,20,4,10,2025
958,22,4,10,2025
959,2,5,10,2025
960,13,5,10,2025
961,6,6,10,2025
962,0,7,10,2025
963,1,7,10,2025
964,13,8,10,2025
965,19,8,10,2025
966,20,8,10,2025
967,0,9,10,2025
968,3,9,10,2025
969,17,9,10,2025
970,22,9,10,2025
971,23,9,10,2025
972,0,10,10,2025
973,10,10,10,2025
974,19,10,10,2025
975,20,10,10,2025
976,3,11,10,2025
977,9,12,10,2025
978,23,12,10,2025
979,5,13,10,2025
980,7,13,10,2025
981,23,13,10,2025
982,4,14,10,2025
983,7,14,10,2025
984,14,15,10,2025
985,18,16,10,2025
986,10,17,10,2025
987,12,17,10,2025
988,19,17,10,2025
989,8,18,10,2025
990,12,18,10,2025
991,7,19,10,2025
992,17,19,10,2025
993,3,20,10,2025
994,6,20,10,2025
995,8,20,10,2025
996,17,20,10,2025
997,18,20,10,2025
998,22,20,10,2025
999,6,21,10,2025
1000,9,21,10,2025
1001,10,21,10,2025
1002,18,21,10,2025
1003,14,22,10,2025
1004,15,22,10,2025
1005,20,22,10,2025
1006,12,23,10,2025
1007,19,23,10,2025
1008,2,24,10,2025
1009,10,24,10,2025
1010,20,25,10,2025
1011,13,26,10,2025
1012,14,26,10,2025
1013,5,27,10,2025
1014,9,27,10,2025
1015,11,27,10,2025
1016,17,27,10,2025
1017,2,28,10,2025
1018,3,28,10,2025
1019,8,28,10,2025
1020,11,29,10,2025
1021,17,29,10,2025
1022,3,30,10,2025
1023,5,30,10,2025
1024,11,30,10,2025
1025,19,30,10,2025
1026,1,31,10,2025
1027,2,31,10,2025
1028,14,31,10,2025
1029,1,1,11,2025
1030,16,1,11,2025
1031,22,1,11,2025
1032,1,2,11,2025
1033,10,2,11,2025
1034,12,2,11,2025
1035,13,2,11,2025
1036,15,2,11,2025
1037,16,3,11,2025
1038,0,4,11,2025
1039,2,4,11,2025
1040,1,5,11,2025
1041,0,6,11,2025
1042,0,6,11,2025
1043,11,6,11,2025
1044,14,6,11,2025
1045,0,7,11,2025
1046,3,7,11,2025
1047,22,7,11,2025
1048,15,8,11,2025
1049,23,8,11,2025
1050,23,8,11,2025
1051,4,9,11,2025
1052,5,9,11,2025
1053,22,9,11,2025
1054,2,10,11,2025
1055,7,10,11,2025
1056,8,10,11,2025
1057,15,10,11,2025
1058,4,11,11,2025
1059,5,11,11,2025
1060,22,11,11,2025
1061,4,12,11,2025
1062,8,12,11,2025
1063,7,13,11,2025
1064,15,13,11,2025
1065,23,13,11,2025
1066,3,14,11,2025
1067,7,14,11,2025
1068,12,14,11,2025
1069,15,15,11,2025
1070,21,15,11,2025
1071,10,16,11,2025
1072,14,16,11,2025
1073,23,16,11,2025
1074,8,17,11,2025
1075,11,17,11,2025
1076,15,17,11,2025
1077,20,17,11,2025
1078,0,18,11,2025
1079,8,18,11,2025
1080,19,18,11,2025
1081,1,19,11,2025
1082,6,19,11,2025
1083,7,19,11,2025
1084,19,19,11,2025
1085,22,19,11,2025
1086,14,20,11,2025
1087,20,20,11,2025
1088,3,21,11,2025
1089,8,21,11,2025
1090,4,22,11,2025
1091,6,22,11,2025
1092,7,22,11,2025
1093,14,23,11,2025
1094,17,23,11,2025
1095,8,24,11,2025
1096,16,26,11,2025
1097,22,26,11,2025
1098,3,27,11,2025
1099,15,27,11,2025
1100,16,27,11,2025
