order_items_id,order_id,product_id,quantity_sold
309,100,22,1
310,100,46,6
311,100,16,10
312,100,42,6
313,101,31,6
314,101,110,1
315,101,29,10
316,101,106,10
317,102,179,7
318,102,91,10
319,102,129,10
320,102,134,9
321,103,136,1
322,103,53,9
323,103,128,4
324,104,188,5
325,104,27,4
326,104,98,5
327,104,98,7
328,105,30,7
329,105,60,8
330,105,100,8
331,105,194,6
332,106,70,5
333,106,20,4
334,106,134,3
335,106,99,7
336,106,191,9
337,107,106,4
338,107,10,9
339,107,95,3
340,108,13,5
341,108,195,1
342,109,150,6
343,109,160,2
344,109,102,7
345,109,89,5
346,109,7,3
347,110,169,4
348,110,100,5
349,110,34,2
350,111,195,2
351,111,38,10
352,111,182,6
353,112,125,6
354,113,127,3
355,113,152,7
356,114,77,2
357,114,125,7
358,114,56,1
359,114,6,1
360,114,112,1
361,115,55,10
362,115,103,9
363,115,106,9
364,115,51,4
365,115,93,3
366,116,107,2
367,116,51,10
368,116,101,1
369,116,64,5
370,117,34,4
371,117,161,6
372,117,64,7
373,117,114,3
374,118,92,3
375,118,184,1
376,119,177,10
377,119,39,5
378,119,76,1
379,120,72,5
380,120,195,10
381,120,157,10
382,120,2,4
383,120,182,3
384,121,153,7
385,121,161,10
386,121,2,1
387,121,174,10
388,122,88,1
389,123,174,10
390,123,200,2
391,123,93,3
392,124,52,1
393,124,149,5
394,124,167,4
395,124,95,1
396,125,40,1
397,126,198,8
398,126,156,2
399,126,127,4
400,126,165,1
401,126,160,2
402,127,21,7
403,128,152,9
404,128,86,3
405,128,148,6
406,129,181,6
407,129,23,8
408,129,187,2
409,129,102,2
410,130,116,9
411,130,193,7
412,130,180,5
413,130,61,10
414,130,5,7
415,131,110,6
416,131,150,10
417,131,17,5
418,131,17,7
419,132,147,5
420,132,166,1
421,133,164,5
422,133,57,1
423,133,21,10
424,133,59,8
425,133,22,4
426,134,156,5
427,134,34,6
428,134,165,7
429,134,11,3
430,135,120,3
431,135,170,9
432,136,24,2
433,136,128,6
434,137,110,3
435,138,54,7
436,138,84,4
437,138,115,1
438,139,27,6
439,139,2,5
440,140,14,3
441,140,103,2
442,140,177,4
443,140,92,7
444,140,195,6
445,141,116,1
446,141,141,9
447,142,6,1
448,142,200,6
449,143,54,6
450,144,176,10
451,144,137,2
452,144,128,4
453,145,77,10
454,146,125,3
455,147,136,6
456,147,185,9
457,147,21,8
458,148,112,6
459,148,63,5
460,148,74,4
461,148,81,8
462,149,141,10
463,149,146,9
464,150,4,4
465,150,35,2
466,150,29,4
467,150,83,8
468,150,127,9
