order_items_id,order_id,product_id,quantity_sold
278,86,154,3
279,86,73,3
280,86,113,3
281,87,609,7
282,87,333,6
283,87,594,6
284,87,955,7
285,87,341,4
286,88,402,5
287,89,547,5
288,89,952,9
289,89,70,3
290,89,216,3
291,89,99,9
292,90,965,7
293,91,495,6
294,92,823,7
295,93,423,7
296,93,960,4
297,93,472,7
298,94,56,9
299,94,133,2
300,94,481,4
301,95,764,9
302,95,901,9
303,95,33,9
304,95,988,10
305,96,973,1
306,96,322,8
307,96,689,8
308,97,65,3
309,97,165,6
310,97,426,7
311,97,368,1
312,98,132,8
313,98,673,3
314,99,941,6
315,99,712,4
316,99,408,5
317,99,59,4
318,100,11,2
319,100,366,3
320,100,100,1
321,100,756,10
322,100,522,3
323,101,578,8
324,101,256,8
325,101,853,7
326,101,19,2
327,101,871,2
328,102,506,8
329,102,840,5
330,102,598,3
331,102,523,2
332,103,373,1
333,103,998,1
334,103,230,4
335,104,694,5
336,105,20,5
337,106,836,3
338,106,808,5
339,107,702,5
340,107,428,7
341,108,213,9
342,109,260,1
343,109,203,9
344,110,762,10
345,110,240,9
346,110,586,2
347,110,752,9
348,111,541,9
349,111,290,8
350,112,443,8
351,112,972,2
352,112,789,2
353,112,924,1
354,112,427,6
355,113,155,1
356,113,979,7
357,114,53,3
358,114,978,10
359,114,953,3
360,114,413,3
361,115,798,4
362,115,388,7
363,115,590,6
364,115,119,7
365,115,251,7
366,116,736,2
367,116,258,6
368,116,431,7
369,116,295,6
370,117,409,9
371,117,256,7
372,117,842,9
373,117,864,2
374,117,71,3
375,118,308,8
376,119,869,2
377,119,104,10
378,119,182,1
379,120,771,4
380,120,315,8
381,121,87,4
382,121,838,10
383,121,580,10
384,121,230,8
385,121,890,2
386,122,943,5
387,122,830,8
388,123,795,10
389,123,968,1
390,124,503,5
391,125,131,9
392,125,428,7
393,126,436,1
394,127,982,8
395,127,78,5
396,127,439,5
397,127,239,3
398,128,925,9
399,128,335,9
400,128,574,4
401,128,810,9
402,129,408,3
403,130,735,9
404,131,529,6
405,131,997,2
406,131,498,3
407,132,595,6
408,133,486,1
409,133,14,8
410,133,64,9
411,133,842,7
412,134,819,1
413,135,374,6
414,135,318,3
415,135,460,9
416,135,893,3
417,135,494,1
418,136,97,9
419,136,970,6
420,136,273,5
421,137,603,5
422,137,239,6
423,137,863,5
424,137,772,10
425,138,268,2
426,138,319,7
427,138,141,7
428,138,969,7
429,138,737,8
430,139,451,1
431,140,703,1
432,140,269,9
433,141,40,1
434,141,766,10
435,141,289,7
436,141,655,9
437,141,13,6
438,142,865,1
439,142,402,2
440,142,649,1
441,143,505,6
442,143,231,5
443,143,141,6
444,143,344,6
445,144,507,6
446,144,700,9
447,145,711,6
448,145,544,4
449,145,38,7
450,146,11,9
451,146,48,10
452,146,169,9
453,146,961,6
454,146,796,10
455,147,46,8
456,148,869,5
457,148,648,1
458,149,768,2
459,149,717,9
460,149,139,10
461,149,586,2
462,149,222,3
463,150,761,10
464,150,527,3
465,150,905,8
466,150,103,3
467,150,506,8
468,151,133,10
469,151,43,10
470,151,753,4
471,151,698,5
472,152,342,1
473,152,935,6
474,152,44,5
475,152,969,5
476,152,708,6
477,153,268,5
478,153,76,7
479,154,943,2
480,154,995,3
481,154,720,7
482,155,918,2
483,155,593,4
484,155,219,9
485,155,999,3
486,156,473,10
487,157,534,6
488,158,785,7
489,158,191,6
490,158,894,6
491,159,705,5
492,159,667,8
493,160,160,3
494,160,949,7
495,160,417,5
496,161,412,3
497,161,286,6
498,161,283,8
499,161,282,3
500,162,980,9
501,162,68,10
502,162,181,5
503,162,45,4
504,162,908,6
505,163,100,5
506,163,831,2
507,164,668,2
508,165,880,5
509,165,848,3
510,165,880,5
511,165,20,8
512,165,546,5
513,166,989,9
514,166,122,10
515,166,313,1
516,166,768,7
517,167,450,2
518,167,541,3
519,168,325,8
520,168,927,3
521,169,353,5
522,170,867,8
523,170,721,4
524,170,285,6
525,170,797,5
526,170,813,8
527,171,944,7
528,171,632,2
529,171,818,2
530,172,761,7
531,173,602,2
532,173,595,2
533,173,802,5
534,173,278,7
535,173,898,9
536,174,162,9
537,174,921,2
538,175,757,8
539,175,40,3
540,175,328,9
541,176,437,10
542,176,63,3
543,176,744,9
544,176,321,10
545,176,225,1
546,177,469,1
547,177,882,6
548,178,366,8
549,178,248,1
550,178,46,4
551,178,369,7
552,178,98,6
553,179,87,8
554,179,197,2
555,179,639,1
556,179,260,3
557,180,178,3
558,180,995,10
559,180,765,9
560,180,932,10
561,181,465,8
562,181,534,4
563,182,960,9
564,183,837,3
565,183,308,8
566,183,993,5
567,183,981,9
568,183,284,1
569,184,793,5
570,184,641,1
571,184,452,8
572,185,937,5
573,185,195,8
574,186,884,7
575,187,490,1
576,187,725,8
577,188,352,2
578,188,694,3
579,188,463,4
580,188,404,3
581,189,718,5
582,189,797,4
583,190,730,4
584,190,851,9
585,190,308,4
586,190,225,10
587,190,785,8
588,191,242,7
589,191,274,5
590,191,867,9
591,191,56,7
592,192,944,9
593,192,251,5
594,193,978,7
595,194,426,10
596,194,729,4
597,194,883,6
598,194,953,1
599,195,174,1
600,195,40,2
601,195,890,1
602,195,217,3
603,195,8,8
604,196,710,4
605,197,95,7
606,197,349,1
607,197,527,5
608,197,204,7
609,198,592,7
610,198,72,3
611,198,135,1
612,199,544,8
613,199,200,5
614,200,590,6
615,201,677,9
616,201,688,2
617,201,192,4
618,201,854,5
619,202,954,9
620,202,212,10
621,202,584,7
622,203,250,7
623,203,945,4
624,204,758,6
625,204,186,1
626,205,79,2
627,206,380,7
628,206,918,8
629,206,619,1
630,206,956,4
631,207,70,6
632,207,712,7
633,207,372,1
634,207,598,4
635,207,67,1
636,208,892,5
637,209,46,9
638,209,225,5
639,209,750,8
640,209,440,7
641,209,370,5
642,210,338,7
643,211,367,10
644,211,613,4
645,211,314,3
646,211,248,5
647,212,858,5
648,213,449,3
649,213,582,1
650,213,902,5
651,213,677,7
652,214,947,5
653,214,579,6
654,214,326,10
655,215,976,2
656,216,349,2
657,216,997,7
658,216,855,2
659,216,14,7
660,216,959,10
661,217,18,9
662,217,317,6
663,217,10,2
664,217,113,8
665,217,55,6
666,218,314,5
667,218,117,6
668,218,594,7
669,219,694,5
670,220,184,7
671,220,553,10
672,220,501,6
673,220,373,3
674,220,105,4
675,221,476,6
676,222,868,8
677,222,909,6
678,223,678,1
679,224,728,8
680,224,602,2
681,224,375,9
682,224,243,8
683,224,989,9
684,225,785,5
685,225,928,6
686,225,10,8
687,225,414,7
688,226,391,1
689,226,326,3
690,227,426,7
691,227,367,10
692,227,245,6
693,227,854,6
694,227,906,6
695,228,354,3
696,228,833,1
697,228,639,3
698,228,263,9
699,229,915,8
700,229,496,2
701,230,231,6
702,230,551,2
703,230,309,8
704,230,614,8
705,231,831,4
706,231,917,9
707,232,334,1
708,232,554,3
709,232,280,7
710,232,563,9
711,232,440,9
712,233,401,3
713,233,660,2
714,233,195,3
715,233,784,7
716,233,672,2
717,234,990,2
718,235,243,8
719,235,558,6
720,235,474,7
721,235,900,6
722,235,110,10
723,236,883,2
724,237,486,5
725,237,388,9
726,237,101,1
727,237,693,3
728,238,138,5
729,238,580,4
730,238,812,3
731,239,911,2
732,240,577,10
733,240,669,5
734,240,366,2
735,240,933,4
736,240,621,7
737,241,132,6
738,241,593,8
739,241,518,4
740,241,37,7
741,242,635,10
742,243,849,7
743,244,773,6
744,244,706,9
745,244,163,7
746,244,827,1
747,244,383,6
748,245,371,8
749,245,928,10
750,246,512,9
751,246,665,8
752,247,846,1
753,247,899,4
754,247,506,10
755,248,562,7
756,248,964,6
757,249,114,5
758,250,314,7
759,251,828,3
760,251,171,7
761,251,168,9
762,252,467,3
763,252,556,4
764,252,106,4
765,253,729,9
766,253,39,9
767,253,761,5
768,253,916,6
769,254,448,2
770,254,258,3
771,254,892,6
772,254,115,2
773,255,45,2
774,255,585,8
775,255,69,10
776,255,878,6
777,256,649,4
778,257,716,1
779,257,889,2
780,257,404,3
781,257,337,4
782,258,508,9
783,258,154,3
784,258,245,5
785,259,194,4
786,259,840,8
787,259,527,1
788,259,235,6
789,259,705,7
790,260,346,10
791,260,752,9
792,261,385,5
793,261,289,10
794,261,552,8
795,261,98,9
796,262,359,5
797,262,333,5
798,263,581,2
799,264,905,9
800,264,183,2
801,264,593,8
802,265,374,2
803,265,957,7
804,265,234,2
805,265,791,1
806,265,887,1
807,266,299,5
808,266,523,6
809,266,492,6
810,266,730,9
811,266,644,8
812,267,539,2
813,268,45,8
814,269,227,7
815,270,835,2
816,270,482,5
817,271,352,3
818,271,972,9
819,271,392,10
820,271,307,5
821,272,717,7
822,272,245,9
823,272,494,9
824,273,372,3
825,273,496,6
826,274,15,3
827,274,94,9
828,274,72,4
829,274,593,5
830,274,883,2
831,275,143,2
832,276,391,3
833,276,278,5
834,277,165,10
835,277,22,3
836,278,671,7
837,278,221,10
838,278,934,5
839,278,304,3
840,278,279,5
841,279,982,6
842,279,573,1
843,279,337,10
844,279,515,5
845,280,555,10
846,280,973,7
847,281,703,10
848,281,326,2
849,281,324,3
850,281,364,5
851,282,579,6
852,282,310,8
853,282,383,4
854,282,935,8
855,282,767,4
856,283,573,10
857,283,65,9
858,284,630,2
859,284,795,2
860,284,678,5
861,285,732,2
862,286,168,7
863,286,100,10
864,287,492,4
865,287,341,1
866,287,803,2
867,288,441,5
868,288,198,6
869,288,298,8
870,289,339,9
871,290,290,4
872,290,468,6
873,290,126,2
874,290,852,6
875,290,662,10
876,291,265,10
877,291,729,4
878,291,411,3
879,291,559,1
880,291,266,8
881,292,978,10
882,292,68,9
883,292,398,10
884,293,963,2
885,293,950,6
886,293,469,5
887,293,732,9
888,293,692,3
889,294,369,5
890,294,629,5
891,294,473,7
892,294,713,8
893,294,248,9
894,295,925,10
895,295,678,3
896,296,802,3
897,297,465,1
898,298,755,5
899,298,8,2
900,298,557,9
901,299,780,6
902,299,228,5
903,299,370,7
904,299,303,4
905,300,511,1
906,301,116,5
907,301,778,7
908,301,546,6
909,301,685,3
910,302,279,3
911,302,394,3
912,302,681,3
913,302,155,1
914,303,809,5
915,303,498,6
916,303,476,6
917,303,202,7
918,304,663,5
919,305,999,10
920,305,862,1
921,306,598,1
922,306,74,3
923,306,898,8
924,306,637,10
925,306,258,1
926,307,637,5
927,307,339,9
928,307,535,10
929,307,60,5
930,307,577,2
931,308,490,3
932,308,633,7
933,308,107,7
934,308,49,8
935,309,315,8
936,310,27,4
937,310,774,1
938,310,134,6
939,310,348,7
940,310,708,2
941,311,327,10
942,311,475,5
943,311,663,1
944,311,671,1
945,312,102,10
946,313,365,4
947,313,122,10
948,313,82,9
949,313,228,6
950,314,828,5
951,314,860,6
952,314,297,4
953,314,88,1
954,315,631,3
955,315,215,6
956,315,498,8
957,315,120,3
958,315,431,8
959,316,551,3
960,317,475,6
961,317,622,3
962,317,737,1
963,318,685,3
964,318,124,2
965,319,278,1
966,319,180,1
967,319,500,7
968,320,539,7
969,321,135,7
970,321,563,7
971,321,915,7
972,321,525,9
973,322,722,4
974,322,170,1
975,322,960,3
976,322,499,7
977,322,299,3
978,323,944,6
979,323,75,5
980,323,295,9
981,324,509,6
982,325,625,2
983,325,172,3
984,326,647,2
985,327,840,3
986,327,471,7
987,327,438,7
988,327,816,3
989,328,194,4
990,328,40,5
991,328,537,10
992,328,713,4
993,328,134,2
994,329,269,4
995,330,157,9
996,330,355,8
997,330,826,4
998,330,509,1
999,330,895,9
1000,331,332,9
1001,331,961,10
1002,332,484,3
1003,332,382,5
1004,332,235,7
1005,332,351,1
1006,333,231,5
1007,334,256,9
1008,334,728,6
1009,335,331,10
1010,335,161,6
1011,335,790,8
1012,335,627,6
1013,336,350,7
1014,336,330,3
1015,337,133,5
1016,337,173,9
1017,337,103,7
1018,338,477,6
1019,338,126,1
1020,338,112,9
1021,339,202,4
1022,339,192,6
1023,339,939,2
1024,339,687,5
1025,340,4,1
1026,341,477,9
1027,341,955,3
1028,342,747,7
1029,342,837,6
1030,342,611,2
1031,342,378,7
1032,342,151,5
1033,343,709,5
1034,343,516,6
1035,343,733,4
1036,344,657,1
1037,345,483,7
1038,345,653,5
1039,345,305,5
1040,346,167,2
1041,346,151,3
1042,346,227,2
1043,347,501,4
1044,348,760,10
1045,348,250,5
1046,348,127,8
1047,348,356,4
1048,348,218,7
1049,349,375,6
1050,349,849,2
1051,350,32,10
1052,351,71,8
1053,352,821,2
1054,352,669,10
1055,352,935,2
1056,352,485,10
1057,353,874,9
1058,353,565,5
1059,354,85,8
1060,354,855,5
1061,355,887,4
1062,356,459,3
1063,356,453,4
1064,356,827,2
1065,356,118,1
1066,357,34,4
1067,357,23,7
1068,357,652,4
1069,357,220,8
1070,357,153,9
1071,358,877,5
1072,358,835,7
1073,358,201,8
1074,358,771,2
1075,359,907,10
1076,360,857,3
1077,360,309,8
1078,360,431,8
1079,360,316,4
1080,361,110,3
1081,361,235,8
1082,361,423,8
1083,361,726,1
1084,362,289,1
1085,362,533,1
1086,362,767,8
1087,362,507,6
1088,363,71,2
1089,363,52,4
1090,363,742,10
1091,364,145,1
1092,364,441,10
1093,364,503,2
1094,365,218,5
1095,365,961,8
1096,365,388,5
1097,366,866,8
1098,367,973,1
1099,367,708,9
1100,367,613,10
1101,367,739,10
1102,368,210,3
1103,368,305,2
1104,369,676,4
1105,369,711,4
1106,370,471,6
1107,370,758,5
1108,370,983,10
1109,370,216,1
1110,370,207,8
1111,371,243,10
1112,371,227,2
1113,371,652,6
1114,372,874,1
1115,373,255,1
1116,373,398,8
1117,374,942,7
1118,374,746,10
1119,374,277,6
1120,374,386,2
1121,374,675,6
1122,375,527,8
1123,375,408,6
1124,376,804,6
1125,376,220,5
1126,376,449,9
1127,377,637,9
1128,377,818,8
1129,377,299,2
1130,377,403,3
1131,378,183,2
1132,378,699,1
1133,378,558,3
1134,378,54,7
1135,379,374,3
1136,379,82,5
1137,379,658,4
1138,379,104,10
1139,380,999,2
1140,380,492,3
1141,381,378,1
1142,381,715,9
1143,381,851,5
1144,381,805,8
1145,382,12,7
1146,382,827,10
1147,382,75,3
1148,382,225,8
1149,383,239,1
1150,383,767,7
1151,383,308,4
1152,383,597,2
1153,383,685,3
1154,384,893,7
1155,384,242,2
1156,385,548,4
1157,385,434,4
1158,385,562,5
1159,386,817,2
1160,387,388,3
1161,387,408,4
1162,387,599,3
1163,388,979,6
1164,388,635,2
1165,388,854,9
1166,388,472,6
1167,389,540,10
1168,389,487,3
1169,389,340,9
1170,390,139,4
1171,390,129,5
1172,390,511,4
1173,391,120,6
1174,391,636,5
1175,391,980,4
1176,392,176,5
1177,392,309,4
1178,392,234,8
1179,392,133,4
1180,392,586,3
1181,393,445,10
1182,393,497,2
1183,393,7,10
1184,393,559,1
1185,394,454,9
1186,394,800,3
1187,395,851,8
1188,396,312,5
1189,397,51,4
1190,397,597,1
1191,398,979,10
1192,398,739,3
1193,398,997,6
1194,398,109,7
1195,398,33,8
1196,399,466,8
1197,399,958,6
1198,399,780,9
1199,399,696,2
1200,399,48,7
1201,400,142,8
1202,400,82,6
1203,401,408,9
1204,401,532,9
1205,401,725,4
1206,402,149,8
1207,402,738,4
1208,402,370,9
1209,402,566,10
1210,402,195,1
1211,403,635,8
1212,403,530,4
1213,403,516,10
1214,403,679,6
1215,403,510,2
1216,404,256,4
1217,404,518,8
1218,405,877,8
1219,406,663,1
1220,406,998,9
1221,407,405,6
1222,408,585,6
1223,408,357,8
1224,408,84,3
1225,409,30,8
1226,409,861,8
1227,409,448,2
1228,409,146,8
1229,409,65,2
1230,410,991,9
1231,410,972,3
1232,411,269,5
1233,412,601,5
1234,412,96,5
1235,412,186,8
1236,412,827,10
1237,412,743,5
1238,413,872,8
1239,413,514,1
1240,414,746,10
1241,415,702,3
1242,415,702,1
1243,415,51,5
1244,415,711,7
1245,416,353,4
1246,416,561,10
1247,416,316,6
1248,416,704,7
1249,416,84,6
1250,417,794,3
1251,417,812,7
1252,418,822,7
1253,418,912,1
1254,419,87,5
1255,420,117,3
1256,421,286,10
1257,421,850,6
1258,421,802,9
1259,421,531,6
1260,421,791,9
1261,422,902,10
1262,422,862,3
1263,422,469,4
1264,422,455,3
1265,423,435,2
1266,423,853,3
1267,424,520,5
1268,424,256,8
1269,424,450,10
1270,425,562,10
1271,425,981,1
1272,426,96,2
1273,426,761,7
1274,426,528,10
1275,427,949,8
1276,427,94,5
1277,428,433,8
1278,428,212,8
1279,428,722,10
1280,429,304,5
1281,430,171,1
1282,430,142,5
1283,431,521,6
1284,431,14,6
1285,431,756,2
1286,431,518,2
1287,432,157,7
1288,432,468,1
1289,432,138,1
1290,432,682,4
1291,433,526,10
1292,433,811,6
1293,434,872,10
1294,435,918,2
1295,435,222,6
1296,435,493,4
1297,435,220,6
1298,436,405,9
1299,436,559,10
1300,437,707,7
1301,437,31,1
1302,437,343,6
1303,438,387,2
1304,438,853,10
1305,438,147,7
1306,439,387,2
1307,439,272,10
1308,439,193,4
1309,439,531,7
1310,439,556,5
1311,440,964,10
1312,440,493,5
1313,440,844,7
1314,441,234,8
1315,441,688,8
1316,442,963,9
1317,442,593,8
1318,442,783,3
1319,442,304,10
1320,442,380,7
1321,443,99,10
1322,444,612,1
1323,445,744,4
1324,445,187,3
1325,445,768,8
1326,445,988,2
1327,445,456,8
1328,446,378,3
1329,446,33,3
1330,446,321,5
1331,446,790,9
1332,447,224,3
1333,447,599,5
1334,447,604,8
1335,447,751,9
1336,448,624,10
1337,448,356,3
1338,448,532,9
1339,448,624,2
1340,449,607,7
1341,449,663,2
1342,449,590,9
1343,449,336,9
1344,449,544,6
1345,450,793,1
1346,450,603,4
1347,450,924,10
1348,450,300,4
1349,451,601,3
1350,451,175,9
1351,451,85,8
1352,452,251,3
1353,452,810,3
1354,453,381,10
1355,453,349,6
1356,454,438,10
1357,454,958,2
1358,454,822,3
1359,455,558,1
1360,455,874,8
1361,456,283,2
1362,456,127,5
1363,456,147,5
1364,456,394,3
1365,456,465,2
1366,457,994,4
1367,457,918,10
1368,457,781,10
1369,457,130,1
1370,457,149,7
1371,458,209,9
1372,459,155,7
1373,459,617,1
1374,459,853,7
1375,459,337,6
1376,459,44,7
1377,460,342,1
1378,460,566,6
1379,460,908,6
1380,460,859,3
1381,460,784,2
1382,461,182,6
1383,461,642,5
1384,461,173,5
1385,462,988,5
1386,462,337,5
1387,462,902,1
1388,463,456,6
1389,463,914,5
1390,463,44,10
1391,464,13,1
1392,464,721,7
1393,465,692,9
1394,465,656,8
1395,465,414,9
1396,465,594,7
1397,465,254,5
1398,466,425,9
1399,466,439,2
1400,466,669,2
1401,467,19,4
1402,467,166,5
1403,468,140,2
1404,468,801,10
1405,468,973,3
1406,468,358,10
1407,469,404,1
1408,469,918,1
1409,469,739,5
1410,469,302,7
1411,469,66,2
1412,470,393,3
1413,470,854,3
1414,470,151,9
1415,470,546,3
1416,471,133,7
1417,472,346,6
1418,472,355,8
1419,472,920,8
1420,473,639,3
1421,473,973,7
1422,474,181,3
1423,474,31,5
1424,474,430,9
1425,474,719,4
1426,475,262,10
1427,475,753,9
1428,475,833,2
1429,476,890,3
1430,476,46,6
1431,476,781,1
1432,477,687,8
1433,477,136,8
1434,478,854,9
1435,478,252,5
1436,478,501,4
1437,479,25,2
1438,479,807,7
1439,479,979,9
1440,479,170,7
1441,479,778,8
1442,480,142,4
1443,480,525,10
1444,480,216,4
1445,480,390,9
1446,481,758,1
1447,481,566,1
1448,482,544,6
1449,483,208,1
1450,483,455,8
1451,484,260,10
1452,484,784,4
1453,485,590,3
1454,485,808,9
1455,485,321,3
1456,485,248,2
1457,485,968,3
1458,486,538,7
1459,486,367,6
1460,486,593,1
1461,486,73,3
1462,486,234,2
1463,487,719,6
1464,487,920,10
1465,487,57,8
1466,487,695,6
1467,487,577,7
1468,488,372,5
1469,488,874,6
1470,488,513,3
1471,488,350,6
1472,488,232,1
1473,489,472,3
1474,490,8,4
1475,490,129,5
1476,490,384,5
1477,490,248,5
1478,491,701,9
1479,492,893,3
1480,492,320,4
1481,492,737,7
1482,492,308,2
1483,492,743,6
1484,493,883,9
1485,493,521,4
1486,493,510,1
1487,494,535,8
1488,494,370,7
1489,494,215,2
1490,494,275,7
1491,495,57,4
1492,495,999,5
1493,496,128,10
1494,496,578,5
1495,496,184,7
1496,496,144,1
1497,496,741,1
1498,497,216,2
1499,497,956,2
1500,497,941,4
1501,497,78,3
1502,497,387,5
1503,498,648,5
1504,498,579,3
1505,498,759,5
1506,499,698,10
1507,499,909,2
1508,499,148,8
1509,499,906,5
1510,500,763,6
1511,500,669,7
1512,501,147,8
1513,501,770,7
1514,502,365,1
1515,502,820,10
1516,502,837,7
1517,502,850,3
1518,502,758,2
1519,503,819,9
1520,504,146,7
1521,504,735,5
1522,504,865,8
1523,504,552,1
1524,505,454,10
1525,505,853,4
1526,506,610,6
1527,506,903,10
1528,506,797,4
1529,507,675,4
1530,507,893,6
1531,507,923,4
1532,507,351,3
1533,507,223,9
1534,508,418,5
1535,508,576,3
1536,509,863,9
1537,510,868,8
1538,510,623,3
1539,511,830,9
1540,511,177,10
1541,511,667,10
1542,511,580,10
1543,511,669,9
1544,512,682,10
1545,512,213,10
1546,512,725,5
1547,513,893,7
1548,513,146,1
1549,513,463,7
1550,514,262,1
1551,514,733,3
1552,515,442,6
1553,515,934,4
1554,516,823,7
1555,516,549,8
1556,517,661,7
1557,517,416,2
1558,518,820,7
1559,518,651,5
1560,518,231,10
1561,519,31,1
1562,519,256,1
1563,519,796,7
1564,519,419,1
1565,519,1000,6
1566,520,496,2
1567,521,520,5
1568,521,365,10
1569,522,479,4
1570,522,442,10
1571,522,715,3
1572,522,809,1
1573,523,806,1
1574,523,978,6
1575,523,909,5
1576,523,801,1
1577,523,357,9
1578,524,996,10
1579,525,835,4
1580,525,379,4
1581,525,311,1
1582,525,844,1
1583,525,980,5
1584,526,500,2
1585,526,27,7
1586,526,571,1
1587,526,252,2
1588,527,810,8
1589,528,284,1
1590,528,523,8
1591,528,789,2
1592,528,794,5
1593,528,875,4
1594,529,928,5
1595,529,62,3
1596,529,261,4
1597,529,272,2
1598,529,222,3
1599,530,460,9
1600,530,232,9
1601,530,259,4
1602,530,516,9
1603,531,267,5
1604,531,888,6
1605,531,446,3
1606,531,784,1
1607,531,230,9
1608,532,150,4
1609,532,413,8
1610,532,104,4
1611,532,43,2
1612,532,83,4
1613,533,115,7
1614,533,950,2
1615,533,711,9
1616,534,468,6
1617,534,383,1
1618,534,588,5
1619,534,262,4
1620,535,501,1
1621,535,747,6
1622,536,43,2
1623,536,779,1
1624,536,879,9
1625,536,789,7
1626,536,300,2
1627,537,62,5
1628,537,149,7
1629,537,718,1
1630,537,1000,9
1631,537,394,7
1632,538,456,3
1633,538,326,7
1634,538,243,4
1635,538,615,4
1636,539,129,4
1637,539,750,5
1638,540,94,4
1639,540,614,10
1640,540,208,8
1641,540,481,7
1642,541,401,10
1643,541,39,4
1644,541,953,3
1645,542,322,7
1646,542,823,5
1647,542,57,9
1648,543,887,3
1649,543,761,1
1650,543,1000,7
1651,543,370,8
1652,544,482,9
1653,545,602,5
1654,546,905,9
1655,546,365,7
1656,546,734,3
1657,547,163,1
1658,547,653,4
1659,547,43,3
1660,547,354,9
1661,547,558,3
