order_id,product_id,time_id,buyer_id,seller_id,flash_sale_id,quantity_sold,price_per_item,total_sale
59,122,47,64,3,1,10,247.32,2473.20
60,112,83,83,20,0,4,10.22,40.88
61,154,134,43,11,1,4,324.67,1298.68
62,92,22,79,12,0,9,32.28,290.52
63,38,50,86,7,0,8,170.26,1362.08
64,99,52,90,14,0,5,172.92,864.60
65,44,161,26,14,0,9,197.87,1780.83
66,88,81,42,10,0,6,386.34,2318.04
67,48,15,92,2,0,6,342.24,2053.44
68,35,69,25,5,0,7,263.53,1844.71
69,73,137,94,7,0,4,226.40,905.60
70,159,35,58,9,0,4,33.60,134.40
71,114,95,34,7,0,1,218.04,218.04
72,93,153,26,13,0,4,65.98,263.92
73,165,38,46,18,4,2,131.14,262.28
74,131,93,83,16,9,10,161.01,1610.10
75,166,144,59,15,0,10,470.57,4705.70
76,100,126,39,12,0,1,121.38,121.38
77,57,157,58,9,7,10,237.75,2377.50
78,122,146,64,3,1,10,247.32,2473.20
79,6,104,53,15,0,1,156.95,156.95
80,97,51,21,11,0,7,290.22,2031.54
81,160,48,22,13,0,2,325.18,650.36
82,152,135,42,6,4,9,238.07,2142.63
83,7,46,48,3,0,4,304.64,1218.56
84,155,32,94,13,0,2,183.56,367.12
85,118,59,24,20,0,1,6.55,6.55
86,173,30,64,3,0,1,341.94,341.94
87,104,66,37,17,0,6,138.90,833.40
88,88,39,93,10,0,3,386.34,1159.02
89,26,43,90,17,0,2,60.30,120.60
90,176,115,52,7,0,10,153.96,1539.60
91,40,40,65,4,0,6,187.07,1122.42
92,49,89,64,14,0,4,23.11,92.44
93,188,11,97,20,0,4,109.29,437.16
94,38,129,22,7,0,4,170.26,681.04
95,129,58,95,17,0,2,107.69,215.38
96,5,44,30,10,0,8,168.58,1348.64
97,38,170,42,7,0,5,170.26,851.30
98,79,127,39,8,5,4,198.55,794.20
99,73,17,22,7,0,6,226.40,1358.40
100,22,84,84,3,0,1,112.30,112.30
101,31,28,30,10,0,6,225.35,1352.10
102,179,25,79,9,0,7,268.49,1879.43
103,136,34,77,10,0,1,44.08,44.08
104,188,99,51,20,0,5,109.29,546.45
105,30,62,33,3,0,7,197.94,1385.58
106,70,80,66,15,0,5,135.41,677.05
107,106,141,64,6,0,4,384.43,1537.72
108,13,13,52,18,0,5,340.95,1704.75
109,150,27,36,6,0,6,157.29,943.74
110,169,136,22,18,0,4,98.07,392.28
111,195,117,44,17,9,2,193.37,386.74
112,125,85,29,19,0,6,385.21,2311.26
113,127,139,53,5,0,3,92.64,277.92
114,77,87,29,5,0,2,85.56,171.12
115,55,167,58,4,0,10,15.70,157.00
116,107,67,49,10,7,2,227.05,454.10
117,34,140,51,6,8,4,257.13,1028.52
118,92,68,75,12,0,3,32.28,96.84
119,177,110,35,11,5,10,353.88,3538.80
120,72,155,49,11,0,5,385.22,1926.10
121,153,82,100,10,0,7,137.25,960.75
122,88,92,83,10,0,1,386.34,386.34
123,174,128,44,11,5,10,229.80,2298.00
124,52,169,52,17,0,1,100.40,100.40
125,40,121,24,4,0,1,187.07,187.07
126,198,103,55,11,0,8,252.01,2016.08
127,21,133,72,4,6,7,167.26,1170.82
128,152,145,24,6,4,9,238.07,2142.63
129,181,36,90,7,0,6,135.06,810.36
130,116,163,21,19,0,9,187.35,1686.15
131,110,132,51,4,0,6,192.20,1153.20
132,147,165,87,17,0,5,161.77,808.85
133,164,114,29,18,0,5,42.48,212.40
134,156,166,22,3,0,5,386.98,1934.90
135,120,70,23,16,6,3,121.89,365.67
136,24,91,71,6,0,2,54.75,109.50
137,110,19,33,4,0,3,192.20,576.60
138,54,79,71,14,0,7,237.67,1663.69
139,27,124,63,12,0,6,361.42,2168.52
140,14,31,95,6,0,3,261.38,784.14
141,116,154,58,19,0,1,187.35,187.35
142,6,94,44,15,0,1,156.95,156.95
143,54,118,99,14,0,6,237.67,1426.02
144,176,23,32,7,0,10,153.96,1539.60
145,77,120,95,5,0,10,85.56,855.60
146,125,151,79,19,0,3,385.21,1155.63
147,136,60,51,10,0,6,44.08,264.48
148,112,63,59,20,0,6,10.22,61.32
149,141,116,85,16,0,10,212.13,2121.30
150,4,106,30,6,0,4,94.37,377.48
